ID,District,Value,Status,Latitude,Longitude
WF181182,은평구,453.2499113,참,37.6024,126.9293
SC000070,서초구,453.2259225,참,37.4835,127.0322
GR060029,구로구,452.8866545,참,37.4951999,126.8877
YC110003,양천구,452.4331131,참,37.5171,126.8663
YC120023,양천구,452.234776,참,37.5171,126.8663
GB020003,강북구,451.8836991,참,37.6395,127.0255
WF120283,종로구,451.8710957,참,37.5806949,126.9827989
YC050027,양천구,451.8101321,참,37.5171,126.8663
WF120465,중구,451.6489872,참,37.5636559,126.9975097
YS000036,용산구,451.6199601,참,37.5323,126.99
WF200008,중구,451.5992114,참,37.5636559,126.9975097
YS020001,용산구,451.4827442,참,37.5323,126.99
WF172040,서초구,451.2852371,참,37.4835,127.0322
WF205100,중구,451.1278512,참,37.5636559,126.9975097
GB090001,강북구,450.9872349,참,37.6395,127.0255
WF190880,영등포구,450.6450921,참,37.5262,126.8959
WF120344,중구,450.537649,참,37.5636559,126.9975097
GR010051,구로구,450.3824432,참,37.4951999,126.8877
WN000710,도봉구,450.0896007,참,37.6686,127.0466
WN003963,성동구,449.9755573,참,37.5635,127.0365
SB130002,성북구,449.9362902,참,37.59,127.0165
WF171376,도봉구,449.7940626,참,37.6686,127.0466
GR060027,구로구,449.3372892,참,37.4951999,126.8877
SC000030,서초구,448.6063723,참,37.4835,127.0322
HT210145,용산구,448.4681157,참,37.5323,126.99
MP020079,마포구,448.3237006,참,37.566571,126.9015317
GB110029,강북구,447.9215885,참,37.6395,127.0255
YDP000033,영등포구,447.3031938,참,37.5262,126.8959
GA070066,관악구,447.2191337,참,37.4782,126.9518
WN003804,성동구,446.9652151,참,37.5635,127.0365
WF191092,종로구,446.7484084,참,37.5806949,126.9827989
SDM110013,서대문구,446.7135493,참,37.5790747,126.9367861
YC170052,양천구,446.5004684,참,37.5171,126.8663
YDP000009,영등포구,446.4328137,참,37.5262,126.8959
WF172405,은평구,446.3265194,참,37.6024,126.9293
GN070013,강남구,446.1993674,참,37.5177,127.0473
WF190876,영등포구,446.1620943,참,37.5262,126.8959
WF201376,도봉구,446.0560321,참,37.6686,127.0466
WF141979,동작구,445.9487092,참,37.5120999,126.9395
YC130013,양천구,445.8822807,참,37.5171,126.8663
JG000022,중구,445.5673726,참,37.5636559,126.9975097
YC050005,양천구,445.4488732,참,37.5171,126.8663
WF190435,노원구,445.0172641,참,37.654,127.0567
SB020019,성북구,445.0012442,참,37.59,127.0165
WF120452,중구,444.7854604,참,37.5636559,126.9975097
GJ110008,광진구,444.6617156,참,37.5384,127.0828
WF140010,강북구,444.5833727,참,37.6395,127.0255
WF190856,양천구,444.5627161,참,37.5171,126.8663
GS100028,강서구,444.381171,참,37.5509,126.8497
WF120126,서초구,444.0815827,참,37.4835,127.0322
YC040008,양천구,444.0282815,참,37.5171,126.8663
MP010086,마포구,443.3525263,참,37.566571,126.9015317
YC060004,양천구,442.4720172,참,37.5171,126.8663
SD000353,성동구,442.3417773,참,37.5635,127.0365
GD130023,강동구,442.1091642,참,37.53,127.1237
YC120010,양천구,442.068044,참,37.5171,126.8663
SP260010,송파구,441.7405315,참,37.5145,127.1058
SC050005,서초구,441.522421,참,37.4835,127.0322
WN003818,성동구,441.4196254,참,37.5635,127.0365
WF190686,서대문구,441.2393272,참,37.5790747,126.9367861
SD000388,성동구,441.1345376,참,37.5635,127.0365
WF110194,중구,441.0710874,참,37.5636559,126.9975097
WF110104,중구,440.9491471,참,37.5636559,126.9975097
WF181274,금천구,440.9033564,참,37.4565,126.8954
WN003809,성동구,440.8684105,참,37.5635,127.0365
GB100001,강북구,440.8532383,참,37.6395,127.0255
WF141980,동작구,439.9084743,참,37.5120999,126.9395
HT210053,중구,439.7269497,참,37.5636559,126.9975097
GJ070006,광진구,439.2823562,참,37.5384,127.0828
GS150004,강서구,439.1524687,참,37.5509,126.8497
WF120381,중구,439.137268,참,37.5636559,126.9975097
NW160028,노원구,439.0872204,참,37.654,127.0567
YC170058,양천구,438.9663478,참,37.5171,126.8663
WF171717,금천구,438.8055937,참,37.4565,126.8954
WF171068,중구,438.7473438,참,37.5636559,126.9975097
SD000022,성동구,438.6697441,참,37.5635,127.0365
GS100012,강서구,438.4553456,참,37.5509,126.8497
GA070080,관악구,438.3379539,참,37.4782,126.9518
WF205132,중구,438.0614871,참,37.5636559,126.9975097
SP260034,송파구,438.0544675,참,37.5145,127.1058
WF110085,중구,437.9587513,참,37.5636559,126.9975097
GR050028,구로구,437.9566151,참,37.4951999,126.8877
YS000058,용산구,437.7933319,참,37.5323,126.99
EP000135,은평구,437.7062997,참,37.6024,126.9293
GD130039,강동구,437.6852488,참,37.53,127.1237
YC120006,양천구,437.4297225,참,37.5171,126.8663
GN050049,강남구,437.260583,참,37.5177,127.0473
SD000414,성동구,437.008211,참,37.5635,127.0365
YS100002,용산구,436.4207287,참,37.5323,126.99
YC050004,양천구,435.9091523,참,37.5171,126.8663
WN003822,성동구,435.8267256,참,37.5635,127.0365
GR060022,구로구,435.5070631,참,37.4951999,126.8877
SIGMUL042,강서구,435.2588209,참,37.5509,126.8497
SDM050086,서대문구,434.3271748,참,37.5790747,126.9367861
WF190809,송파구,434.1957011,참,37.5145,127.1058
WF121812,용산구,434.1426378,참,37.5323,126.99
YS000022,용산구,433.9504186,참,37.5323,126.99
GD130101,강동구,433.6800438,참,37.53,127.1237
YC080012,양천구,433.394165,참,37.5171,126.8663
WF181100,노원구,433.039612,참,37.654,127.0567
WF191188,중랑구,432.9749915,참,37.6063,127.093
GB110009,강북구,432.4617473,참,37.6395,127.0255
HT210123,동대문구,432.4251549,참,37.5741982,127.0395092
WF110098,중구,432.4201432,참,37.5636559,126.9975097
WF120407,중구,432.0488756,참,37.5636559,126.9975097
YDP000060,영등포구,431.7125173,참,37.5262,126.8959
SP260079,송파구,431.3507747,참,37.5145,127.1058
WF120113,서초구,431.0352613,참,37.4835,127.0322
SC000020,서초구,431.0313001,참,37.4835,127.0322
WF171634,강서구,431.0001441,참,37.5509,126.8497
YS040011,용산구,430.7971221,참,37.5323,126.99
GJ100035,광진구,430.6424212,참,37.5384,127.0828
YC120018,양천구,430.401509,참,37.5171,126.8663
WF140045,은평구,430.3590996,참,37.6024,126.9293
GN010055,강남구,430.0777164,참,37.5177,127.0473
WF190059,강동구,429.9864812,참,37.53,127.1237
JG000018,중구,429.9809299,참,37.5636559,126.9975097
SIGMUL011,강서구,429.9582699,참,37.5509,126.8497
WF200070,중구,429.7527235,참,37.5636559,126.9975097
JG040001,중구,429.3809997,참,37.5636559,126.9975097
GA040002,관악구,429.2278101,참,37.4782,126.9518
WF120257,은평구,429.0842503,참,37.6024,126.9293
EP000037,은평구,429.0533312,참,37.6024,126.9293
GJ100029,광진구,428.8484017,참,37.5384,127.0828
WF191066,종로구,428.8172066,참,37.5806949,126.9827989
YC140006,양천구,428.6621358,참,37.5171,126.8663
WN000678,도봉구,428.6204418,참,37.6686,127.0466
WF190146,강서구,428.5090118,참,37.5509,126.8497
WF110236,중구,428.4934291,참,37.5636559,126.9975097
WF120231,은평구,428.3624365,참,37.6024,126.9293
YDP000031,영등포구,428.1431791,참,37.5262,126.8959
WN003894,성동구,427.9334521,참,37.5635,127.0365
WF190815,송파구,427.9163745,참,37.5145,127.1058
WF120443,중구,427.8350847,참,37.5636559,126.9975097
WF200024,중구,427.5425703,참,37.5636559,126.9975097
NW000001,노원구,427.4141615,참,37.654,127.0567
WF172039,서초구,427.2730941,참,37.4835,127.0322
EP120022,은평구,427.2561113,참,37.6024,126.9293
WF190693,서대문구,427.2519269,참,37.5790747,126.9367861
SIGMUL045,강서구,426.7914838,참,37.5509,126.8497
GS020035,강서구,426.3487758,참,37.5509,126.8497
WF191019,은평구,426.2432214,참,37.6024,126.9293
WF201100,강동구,426.0501762,참,37.53,127.1237
WF191207,마포구,425.9857364,참,37.566571,126.9015317
WF141594,구로구,425.8911018,참,37.4951999,126.8877
WF171745,금천구,425.8434917,참,37.4565,126.8954
WF171793,금천구,425.4354371,참,37.4565,126.8954
GR060021,구로구,425.3663747,참,37.4951999,126.8877
YC040015,양천구,425.330027,참,37.5171,126.8663
WN003835,성동구,425.0983479,참,37.5635,127.0365
WF205120,중구,424.7183262,참,37.5636559,126.9975097
YC020002,양천구,424.677266,참,37.5171,126.8663
DDM000014,동대문구,424.0151082,참,37.5741982,127.0395092
WF201353,도봉구,423.7882819,참,37.6686,127.0466
WF190276,구로구,423.7813446,참,37.4951999,126.8877
GN090014,강남구,423.7579273,참,37.5177,127.0473
MP010081,마포구,423.6150429,참,37.566571,126.9015317
GA070049,관악구,423.3501074,참,37.4782,126.9518
JN120007,중랑구,423.3148311,참,37.6063,127.093
GB110018,강북구,422.6959688,참,37.6395,127.0255
EP000126,은평구,422.690993,참,37.6024,126.9293
GN070003,강남구,422.6171802,참,37.5177,127.0473
JG000009,중구,422.5101434,참,37.5636559,126.9975097
WF190247,광진구,422.5098225,참,37.5384,127.0828
JG000006,중구,421.9890189,참,37.5636559,126.9975097
WF171420,노원구,421.7950395,참,37.654,127.0567
WF171700,금천구,421.3722037,참,37.4565,126.8954
SC000018,서초구,421.2145604,참,37.4835,127.0322
DB050004,도봉구,421.1025723,참,37.6686,127.0466
WF201386,도봉구,421.006278,참,37.6686,127.0466
MP010082,마포구,420.9995084,참,37.566571,126.9015317
GS100026,강서구,420.9097105,참,37.5509,126.8497
SIGMUL013,강서구,420.1853585,참,37.5509,126.8497
GN070037,강남구,420.0499999,참,37.5177,127.0473
WF192021,용산구,419.8182781,참,37.5323,126.99
SC170004,서초구,419.7055032,참,37.4835,127.0322
YC120031,양천구,419.6671805,참,37.5171,126.8663
YC170087,양천구,419.4752537,참,37.5171,126.8663
YC080008,양천구,419.4356588,참,37.5171,126.8663
WF171159,용산구,419.3593604,참,37.5323,126.99
NW160029,노원구,419.2106319,참,37.654,127.0567
WN000664,도봉구,419.2046489,참,37.6686,127.0466
WF120125,서초구,419.1101992,참,37.4835,127.0322
GA070074,관악구,418.7950008,참,37.4782,126.9518
SIGMUL153,강서구,418.7610262,참,37.5509,126.8497
WF171231,성동구,418.738844,참,37.5635,127.0365
SD000251,성동구,418.546869,참,37.5635,127.0365
WF181177,은평구,417.3248942,참,37.6024,126.9293
WF190155,강서구,417.0059901,참,37.5509,126.8497
WN003969,성동구,416.6877092,참,37.5635,127.0365
GB050003,강북구,416.5472784,참,37.6395,127.0255
WF191140,중구,416.5450567,참,37.5636559,126.9975097
WF190922,영등포구,416.5385808,참,37.5262,126.8959
GS100045,강서구,416.4778546,참,37.5509,126.8497
WF191072,종로구,416.3825399,참,37.5806949,126.9827989
EP000059,은평구,416.3110015,참,37.6024,126.9293
WF171497,노원구,415.7403843,참,37.654,127.0567
YC170025,양천구,415.346504,참,37.5171,126.8663
SD000373,성동구,415.3316006,참,37.5635,127.0365
WF201117,강동구,415.0332048,참,37.53,127.1237
JG000063,중구,414.93371,참,37.5636559,126.9975097
SD000159,성동구,414.6544683,참,37.5635,127.0365
WF171825,영등포구,414.2861119,참,37.5262,126.8959
WF110124,중구,413.9329659,참,37.5636559,126.9975097
SB020038,성북구,413.8583874,참,37.59,127.0165
GS120061,강서구,413.6972193,참,37.5509,126.8497
WF191043,종로구,413.6479499,참,37.5806949,126.9827989
WF171374,도봉구,413.5548556,참,37.6686,127.0466
DB130026,도봉구,413.5347011,참,37.6686,127.0466
GJ060005,광진구,413.3844198,참,37.5384,127.0828
SIGMUL022,강서구,413.209787,참,37.5509,126.8497
JG170001,중구,413.1476043,참,37.5636559,126.9975097
WF190067,강동구,413.0299414,참,37.53,127.1237
YC170005,양천구,412.5771538,참,37.5171,126.8663
SB130003,성북구,411.6784851,참,37.59,127.0165
HT210058,중구,411.522927,참,37.5636559,126.9975097
WF171942,관악구,410.7298376,참,37.4782,126.9518
YC120030,양천구,410.6586441,참,37.5171,126.8663
WF110221,중구,410.4854289,참,37.5636559,126.9975097
WF160153,마포구,410.4788398,참,37.566571,126.9015317
GD130123,강동구,410.2461652,참,37.53,127.1237
YDP000058,영등포구,409.8492983,참,37.5262,126.8959
GB110006,강북구,409.5675761,참,37.6395,127.0255
SD000439,성동구,409.3198002,참,37.5635,127.0365
WF132033,성북구,409.2870136,참,37.59,127.0165
YS170007,용산구,409.225323,참,37.5323,126.99
GR140031,구로구,409.1480203,참,37.4951999,126.8877
SD000438,성동구,409.0618243,참,37.5635,127.0365
SIGMUL023,강서구,408.8437117,참,37.5509,126.8497
WF181211,마포구,408.7984946,참,37.566571,126.9015317
HT210003,중구,408.7257204,참,37.5636559,126.9975097
GJ140005,광진구,408.6890365,참,37.5384,127.0828
WF161696,금천구,408.5985674,참,37.4565,126.8954
WN000653,도봉구,408.5945027,참,37.6686,127.0466
WF172272,도봉구,408.500527,참,37.6686,127.0466
MP010039,마포구,408.1079692,참,37.566571,126.9015317
GN070053,강남구,408.0010102,참,37.5177,127.0473
SP260070,송파구,407.9191872,참,37.5145,127.1058
WF131589,노원구,407.916288,참,37.654,127.0567
YC170053,양천구,407.7739037,참,37.5171,126.8663
WF110019,마포구,407.5031503,참,37.566571,126.9015317
WF120372,중구,407.3421659,참,37.5636559,126.9975097
YC170046,양천구,406.7185185,참,37.5171,126.8663
SC000043,서초구,406.5381169,참,37.4835,127.0322
SIGMUL008,강서구,406.4519686,참,37.5509,126.8497
SIGMUL154,강서구,406.4247632,참,37.5509,126.8497
WF190939,용산구,406.3639988,참,37.5323,126.99
WF190927,용산구,406.3118223,참,37.5323,126.99
GA070085,관악구,406.2544468,참,37.4782,126.9518
SD000365,성동구,406.2453772,참,37.5635,127.0365
YS170015,용산구,406.1879896,참,37.5323,126.99
SP260058,송파구,405.9099515,참,37.5145,127.1058
GS070034,강서구,405.4784198,참,37.5509,126.8497
WF161258,관악구,405.275851,참,37.4782,126.9518
NW050004,노원구,404.9332099,참,37.654,127.0567
YC170037,양천구,404.9246167,참,37.5171,126.8663
WF205013,종로구,404.8921629,참,37.5806949,126.9827989
WF110113,중구,404.8917802,참,37.5636559,126.9975097
WN000670,도봉구,404.856694,참,37.6686,127.0466
YDP250006,영등포구,404.0952429,참,37.5262,126.8959
YC150018,양천구,404.0162108,참,37.5171,126.8663
WF171418,노원구,403.8792064,참,37.654,127.0567
WN003864,성동구,403.8192216,참,37.5635,127.0365
YDP000042,영등포구,403.5544462,참,37.5262,126.8959
WF161265,관악구,403.4580508,참,37.4782,126.9518
WF191165,중랑구,403.3395026,참,37.6063,127.093
GS100016,강서구,403.2083971,참,37.5509,126.8497
WF151722,도봉구,402.8522201,참,37.6686,127.0466
EP090004,은평구,402.8144894,참,37.6024,126.9293
WF121821,용산구,402.7649315,참,37.5323,126.99
SB020004,성북구,402.7625361,참,37.59,127.0165
WF151727,도봉구,402.5277669,참,37.6686,127.0466
GN140021,강남구,402.5079677,참,37.5177,127.0473
SC000015,서초구,402.4782841,참,37.4835,127.0322
WN003974,성동구,402.1830258,참,37.5635,127.0365
WF190398,노원구,402.0559325,참,37.654,127.0567
EP050003,은평구,401.9695208,참,37.6024,126.9293
WN003799,성동구,401.818128,참,37.5635,127.0365
WF151729,도봉구,401.7213176,참,37.6686,127.0466
YC170044,양천구,401.6473107,참,37.5171,126.8663
MP010063,마포구,401.4032333,참,37.566571,126.9015317
WF205105,중구,401.3741106,참,37.5636559,126.9975097
GN070027,강남구,401.2628725,참,37.5177,127.0473
GS100064,강서구,400.5596633,참,37.5509,126.8497
WF190392,노원구,400.2561955,참,37.654,127.0567
WF172018,서초구,400.182695,참,37.4835,127.0322
YS000005,용산구,400.0614177,참,37.5323,126.99
GR110004,구로구,400.0338203,참,37.4951999,126.8877
WF190241,광진구,399.8570562,참,37.5384,127.0828
WF110126,중구,399.6737887,참,37.5636559,126.9975097
WF200025,중구,399.5770134,참,37.5636559,126.9975097
WF190561,동작구,399.4276309,참,37.5120999,126.9395
WN003889,성동구,399.4226577,참,37.5635,127.0365
WF190642,마포구,399.4225363,참,37.566571,126.9015317
GS010079,강서구,399.4166142,참,37.5509,126.8497
NW170002,노원구,399.3184447,참,37.654,127.0567
YC020003,양천구,399.1675214,참,37.5171,126.8663
MP020054,마포구,398.7249057,참,37.566571,126.9015317
SIGMUL021,강서구,398.6168769,참,37.5509,126.8497
SB020014,성북구,398.4955234,참,37.59,127.0165
EP000117,은평구,398.4800223,참,37.6024,126.9293
WF190058,강동구,398.3374717,참,37.53,127.1237
WF191035,은평구,397.8406852,참,37.6024,126.9293
YC160014,양천구,397.6640256,참,37.5171,126.8663
NW160073,노원구,397.6467818,참,37.654,127.0567
GS110042,강서구,397.573294,참,37.5509,126.8497
WF171491,노원구,397.5413559,참,37.654,127.0567
WF200019,중구,397.5190084,참,37.5636559,126.9975097
WF140043,은평구,397.4335372,참,37.6024,126.9293
WF190483,도봉구,397.3927406,참,37.6686,127.0466
NW080006,노원구,397.3918564,참,37.654,127.0567
WF120278,종로구,396.664533,참,37.5806949,126.9827989
SD000205,성동구,396.5098538,참,37.5635,127.0365
GB110008,강북구,396.2487974,참,37.6395,127.0255
WF190632,마포구,396.0805342,참,37.566571,126.9015317
WF110200,중구,395.9732298,참,37.5636559,126.9975097
SD000394,성동구,395.2397808,참,37.5635,127.0365
EP110012,은평구,395.2131353,참,37.6024,126.9293
NW030009,노원구,394.9438891,참,37.654,127.0567
SD000234,성동구,394.7779084,참,37.5635,127.0365
WF171015,종로구,394.597164,참,37.5806949,126.9827989
WF191203,마포구,394.5830844,참,37.566571,126.9015317
WN000672,도봉구,394.4910495,참,37.6686,127.0466
GN070025,강남구,394.4735209,참,37.5177,127.0473
SB160003,성북구,394.1504733,참,37.59,127.0165
WF130034,중구,393.8253084,참,37.5636559,126.9975097
WN004000,성동구,393.448276,참,37.5635,127.0365
GA170002,관악구,393.3603641,참,37.4782,126.9518
WF172019,서초구,393.1988284,참,37.4835,127.0322
WF190934,용산구,393.1504515,참,37.5323,126.99
WF190401,노원구,392.8483789,참,37.654,127.0567
GN120008,강남구,392.7701965,참,37.5177,127.0473
WF120377,중구,392.6317493,참,37.5636559,126.9975097
WF201434,동작구,392.5611026,참,37.5120999,126.9395
WF190505,동대문구,392.2572236,참,37.5741982,127.0395092
WF172300,서초구,392.2036825,참,37.4835,127.0322
NW100003,노원구,392.0666753,참,37.654,127.0567
SP260047,송파구,391.895191,참,37.5145,127.1058
MP020049,마포구,391.7744968,참,37.566571,126.9015317
SIGMUL041,강서구,391.1486504,참,37.5509,126.8497
WN003926,성동구,391.0220481,참,37.5635,127.0365
YS000012,용산구,390.8475976,참,37.5323,126.99
JG050001,중구,390.6943188,참,37.5636559,126.9975097
GA060001,관악구,390.6852241,참,37.4782,126.9518
WF151464,구로구,390.6017497,참,37.4951999,126.8877
WN000681,도봉구,390.447362,참,37.6686,127.0466
WF120435,중구,390.1340597,참,37.5636559,126.9975097
WF142483,은평구,389.5040805,참,37.6024,126.9293
WF190051,강남구,389.4896196,참,37.5177,127.0473
SC000024,서초구,389.4463116,참,37.4835,127.0322
JG160003,중구,388.2060377,참,37.5636559,126.9975097
EP110018,은평구,388.150252,참,37.6024,126.9293
YDP010001,영등포구,388.0542592,참,37.5262,126.8959
YC060016,양천구,388.0423073,참,37.5171,126.8663
JG000064,중구,388.0327156,참,37.5636559,126.9975097
GS020015,강서구,387.6735126,참,37.5509,126.8497
YC170003,양천구,387.6426547,참,37.5171,126.8663
WF131203,강북구,387.3626256,참,37.6395,127.0255
YDP000027,영등포구,387.2893395,참,37.5262,126.8959
YC060018,양천구,387.1010761,참,37.5171,126.8663
EP000028,은평구,387.053674,참,37.6024,126.9293
WF191105,중구,386.9418168,참,37.5636559,126.9975097
WF200063,중구,386.8457615,참,37.5636559,126.9975097
SD000410,성동구,386.6963415,참,37.5635,127.0365
HT210177,송파구,386.6283289,참,37.5145,127.1058
YC080003,양천구,386.4110531,참,37.5171,126.8663
WF171477,노원구,385.6834205,참,37.654,127.0567
WF140059,은평구,384.9811327,참,37.6024,126.9293
GD130009,강동구,384.8459809,참,37.53,127.1237
WN000634,도봉구,384.4762511,참,37.6686,127.0466
WF171633,강서구,384.4661722,참,37.5509,126.8497
WF110075,중구,383.9415379,참,37.5636559,126.9975097
WF200126,서초구,383.8777655,참,37.4835,127.0322
GA070046,관악구,383.7319563,참,37.4782,126.9518
WF110077,중구,383.711223,참,37.5636559,126.9975097
NW100007,노원구,383.6706501,참,37.654,127.0567
WN000688,도봉구,383.5377608,참,37.6686,127.0466
YC140002,양천구,383.4999482,참,37.5171,126.8663
SIGMUL151,강서구,383.4939314,참,37.5509,126.8497
DDM000023,동대문구,383.3620227,참,37.5741982,127.0395092
WF120408,중구,383.0135883,참,37.5636559,126.9975097
MP020063,마포구,383.0080956,참,37.566571,126.9015317
JG000054,중구,383.0053687,참,37.5636559,126.9975097
WF190623,마포구,382.8887544,참,37.566571,126.9015317
YDP000063,영등포구,382.8638805,참,37.5262,126.8959
SC000035,서초구,382.333236,참,37.4835,127.0322
WF190836,양천구,381.8877871,참,37.5171,126.8663
WF160040,마포구,381.8497961,참,37.566571,126.9015317
WF190749,성동구,381.4702697,참,37.5635,127.0365
WF171229,성동구,381.261761,참,37.5635,127.0365
WF121310,도봉구,381.2020438,참,37.6686,127.0466
WF199017,중구,381.1278027,참,37.5636559,126.9975097
YS170008,용산구,380.7420939,참,37.5323,126.99
WF200020,중구,380.5270553,참,37.5636559,126.9975097
WF191031,은평구,380.3204059,참,37.6024,126.9293
GS100058,강서구,380.2475576,참,37.5509,126.8497
WF205133,중구,380.1404355,참,37.5636559,126.9975097
YC040014,양천구,379.9442237,참,37.5171,126.8663
WN003962,성동구,379.9398942,참,37.5635,127.0365
WF120399,중구,379.7027919,참,37.5636559,126.9975097
WF190687,서대문구,379.4389309,참,37.5790747,126.9367861
GD130055,강동구,379.397101,참,37.53,127.1237
GR030029,구로구,378.9850338,참,37.4951999,126.8877
WF181109,노원구,378.7495565,참,37.654,127.0567
WF190567,동작구,378.7353541,참,37.5120999,126.9395
NW120007,노원구,378.682082,참,37.654,127.0567
GR080016,구로구,378.5793436,참,37.4951999,126.8877
DB140009,도봉구,378.32641,참,37.6686,127.0466
GR030044,구로구,378.3076841,참,37.4951999,126.8877
GS160059,강서구,378.0960409,참,37.5509,126.8497
JG000026,중구,377.6829058,참,37.5636559,126.9975097
WF192011,영등포구,377.0159121,참,37.5262,126.8959
WN003852,성동구,376.9746459,참,37.5635,127.0365
GJ030008,광진구,376.8086725,참,37.5384,127.0828
WF120223,은평구,376.7462276,참,37.6024,126.9293
YDP040001,영등포구,376.6010897,참,37.5262,126.8959
EP100008,은평구,376.5642141,참,37.6024,126.9293
DB040005,도봉구,376.492701,참,37.6686,127.0466
YDP000018,영등포구,376.4522806,참,37.5262,126.8959
WF111268,중구,376.2600446,참,37.5636559,126.9975097
GD130008,강동구,376.1034577,참,37.53,127.1237
GD050001,강동구,376.0958253,참,37.53,127.1237
WF201837,중랑구,375.9781751,참,37.6063,127.093
WF190136,강서구,375.9707686,참,37.5509,126.8497
WF181213,마포구,375.6513719,참,37.566571,126.9015317
GC100006,금천구,374.4517045,참,37.4565,126.8954
WF190879,영등포구,374.3722298,참,37.5262,126.8959
WF205028,은평구,374.3536294,참,37.6024,126.9293
YC170008,양천구,374.2690266,참,37.5171,126.8663
WF120346,중구,374.0521465,참,37.5636559,126.9975097
SIGMUL036,강서구,373.8033244,참,37.5509,126.8497
WF201624,영등포구,373.7676257,참,37.5262,126.8959
JG020002,중구,373.6061185,참,37.5636559,126.9975097
YC080020,양천구,373.5037256,참,37.5171,126.8663
YDP000037,영등포구,373.3698791,참,37.5262,126.8959
WF181201,서대문구,373.2454343,참,37.5790747,126.9367861
WF201767,중구,373.0585134,참,37.5636559,126.9975097
WF190803,송파구,373.0439648,참,37.5145,127.1058
WF160034,마포구,372.9157615,참,37.566571,126.9015317
WF191184,중랑구,372.6108595,참,37.6063,127.093
WF181253,강서구,372.3809132,참,37.5509,126.8497
GS070030,강서구,372.1751589,참,37.5509,126.8497
WF190638,마포구,372.1387341,참,37.566571,126.9015317
GS060071,강서구,372.0835809,참,37.5509,126.8497
GD130029,강동구,371.8413745,참,37.53,127.1237
MP010034,마포구,371.6649624,참,37.566571,126.9015317
YC110004,양천구,371.4957777,참,37.5171,126.8663
YC170045,양천구,371.464203,참,37.5171,126.8663
WF205104,중구,371.3540169,참,37.5636559,126.9975097
WF190385,노원구,371.2650439,참,37.654,127.0567
WF190700,서대문구,371.137525,참,37.5790747,126.9367861
SD000377,성동구,370.9771128,참,37.5635,127.0365
WF110201,중구,370.8270511,참,37.5636559,126.9975097
WF190767,성북구,370.6329335,참,37.59,127.0165
WF120133,서초구,370.3203944,참,37.4835,127.0322
GR030039,구로구,370.2651412,참,37.4951999,126.8877
GR060025,구로구,370.2640929,참,37.4951999,126.8877
JG000019,중구,370.2199045,참,37.5636559,126.9975097
EP000136,은평구,370.0497649,참,37.6024,126.9293
WF161266,관악구,369.9998458,참,37.4782,126.9518
WF181016,중구,369.9238922,참,37.5636559,126.9975097
SD000215,성동구,369.7592631,참,37.5635,127.0365
GD130061,강동구,369.7071754,참,37.53,127.1237
YS080001,용산구,369.541228,참,37.5323,126.99
WF205114,중구,369.3912986,참,37.5636559,126.9975097
GA070037,관악구,369.2168295,참,37.4782,126.9518
WF190138,강서구,369.1455264,참,37.5509,126.8497
WF120455,중구,368.7098918,참,37.5636559,126.9975097
GJ090012,광진구,368.7074507,참,37.5384,127.0828
WF131784,서대문구,368.6198389,참,37.5790747,126.9367861
GN020022,강남구,368.5580619,참,37.5177,127.0473
WF110120,중구,368.4067086,참,37.5636559,126.9975097
GS100097,강서구,368.2053576,참,37.5509,126.8497
SD000060,성동구,367.8875317,참,37.5635,127.0365
GR060030,구로구,367.6652669,참,37.4951999,126.8877
YC080007,양천구,367.473642,참,37.5171,126.8663
WF110029,마포구,367.429692,참,37.566571,126.9015317
WF199016,중구,367.3978556,참,37.5636559,126.9975097
YC170064,양천구,367.3209894,참,37.5171,126.8663
WF151189,강북구,367.3107189,참,37.6395,127.0255
EP050004,은평구,367.1120755,참,37.6024,126.9293
WF191083,종로구,367.083795,참,37.5806949,126.9827989
YC120027,양천구,367.071551,참,37.5171,126.8663
YC160007,양천구,367.0368584,참,37.5171,126.8663
GJ050003,광진구,367.0319357,참,37.5384,127.0828
GJ060007,광진구,366.4017422,참,37.5384,127.0828
NW010004,노원구,366.3246216,참,37.654,127.0567
DB130012,도봉구,366.2734684,참,37.6686,127.0466
YC060019,양천구,366.2585782,참,37.5171,126.8663
SD000085,성동구,366.2062845,참,37.5635,127.0365
GB060003,강북구,366.1077993,참,37.6395,127.0255
DB050013,도봉구,366.0959866,참,37.6686,127.0466
YDP000005,영등포구,365.7395471,참,37.5262,126.8959
WF161898,마포구,365.7061849,참,37.566571,126.9015317
GN070063,강남구,365.7011812,참,37.5177,127.0473
WF190011,강남구,365.6552824,참,37.5177,127.0473
YC040012,양천구,365.549165,참,37.5171,126.8663
WF120191,성동구,365.4528844,참,37.5635,127.0365
WF171979,송파구,365.2403994,참,37.5145,127.1058
WF190465,노원구,365.0429295,참,37.654,127.0567
GS050041,강서구,364.9381769,참,37.5509,126.8497
NW010005,노원구,364.8690115,참,37.654,127.0567
WF190564,동작구,364.8601402,참,37.5120999,126.9395
NW130005,노원구,364.6154765,참,37.654,127.0567
SC000026,서초구,364.451351,참,37.4835,127.0322
WF142527,종로구,364.3869897,참,37.5806949,126.9827989
DDM000048,동대문구,364.3225053,참,37.5741982,127.0395092
YC090010,양천구,364.1647669,참,37.5171,126.8663
WF120379,중구,363.3848981,참,37.5636559,126.9975097
DB040004,도봉구,363.1613837,참,37.6686,127.0466
WF120431,중구,362.5897842,참,37.5636559,126.9975097
