URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
http://example.com/186,32,1,UTF-8,nginx,5487,DE,FL,2015-07-31,2038-07-31,877,53,141,4794,99,34,4726,4665,18,84,malicious
http://example.com/187,21,3,ISO-8859-1,IIS,6137,CN,NY,2015-08-31,2038-08-31,28,4,81,3126,35,84,218,5006,93,7,malicious
http://example.com/188,32,2,ISO-8859-1,nginx,4795,CN,NY,2015-09-30,2038-09-30,88,8,85,7947,45,94,8099,5523,79,51,benign
http://example.com/189,30,4,UTF-8,nginx,9426,CN,PA,2015-10-31,2038-10-31,374,33,23,9434,77,42,2392,8846,20,68,benign
http://example.com/190,73,7,ISO-8859-1,nginx,8371,US,NY,2015-11-30,2038-11-30,396,97,97,1111,54,20,2204,5077,44,20,malicious
http://example.com/191,99,9,UTF-8,IIS,9127,IN,PA,2015-12-31,2038-12-31,562,35,178,7143,71,41,1167,2778,36,26,malicious
http://example.com/192,81,7,UTF-8,Apache,8943,JP,TX,2016-01-31,2039-01-31,363,94,124,5724,69,82,523,8875,69,37,benign
http://example.com/193,43,6,UTF-8,nginx,516,US,PA,2016-02-29,2039-02-28,949,19,207,9395,29,20,3919,5041,37,4,malicious
http://example.com/194,11,7,ISO-8859-1,nginx,5666,IN,NY,2016-03-31,2039-03-31,146,80,206,9938,72,6,7803,7429,33,84,benign
http://example.com/195,78,4,ISO-8859-1,IIS,5273,JP,CA,2016-04-30,2039-04-30,313,83,201,1800,8,57,1380,941,82,60,benign
http://example.com/196,40,9,ISO-8859-1,IIS,6099,JP,NY,2016-05-31,2039-05-31,547,91,236,318,54,42,3532,4138,19,7,benign
http://example.com/197,77,9,UTF-8,IIS,3966,JP,FL,2016-06-30,2039-06-30,795,84,37,8178,7,25,862,1904,51,85,benign
http://example.com/198,79,5,UTF-8,Apache,9037,CN,NY,2016-07-31,2039-07-31,451,82,30,9018,83,41,1729,9021,32,17,malicious
http://example.com/199,96,7,UTF-8,IIS,2102,CN,TX,2016-08-31,2039-08-31,898,62,221,7252,23,41,5599,4449,22,3,malicious
http://example.com/200,28,0,UTF-8,Apache,339,CN,PA,2016-09-30,2039-09-30,505,66,151,5926,32,3,8734,9755,1,3,benign
http://example.com/201,81,5,ISO-8859-1,nginx,2044,JP,FL,2016-10-31,2039-10-31,485,29,162,5685,62,43,3114,5046,54,36,benign
http://example.com/202,22,5,ISO-8859-1,nginx,6661,JP,PA,2016-11-30,2039-11-30,100,68,247,8158,45,46,1597,7218,89,14,benign
http://example.com/203,74,4,ISO-8859-1,nginx,9147,CN,PA,2016-12-31,2039-12-31,106,69,192,911,68,57,8380,6757,20,37,benign
http://example.com/204,15,3,UTF-8,IIS,5967,JP,NY,2017-01-31,2040-01-31,856,2,183,5556,30,83,9271,1672,58,26,benign
http://example.com/205,80,0,UTF-8,nginx,3294,CN,CA,2017-02-28,2040-02-29,936,48,199,7777,39,74,8753,6340,35,84,malicious
http://example.com/206,36,9,ISO-8859-1,IIS,7833,CN,FL,2017-03-31,2040-03-31,290,41,117,5009,5,51,3652,5066,70,47,benign
http://example.com/207,88,7,UTF-8,Apache,6459,CN,TX,2017-04-30,2040-04-30,348,23,9,4809,67,5,7737,9685,70,45,malicious
http://example.com/208,61,5,ISO-8859-1,nginx,7687,IN,TX,2017-05-31,2040-05-31,616,43,242,4621,22,86,8671,356,61,45,benign
http://example.com/209,96,2,UTF-8,Apache,4904,JP,CA,2017-06-30,2040-06-30,732,0,132,9875,28,73,4596,227,63,47,benign
http://example.com/210,57,2,UTF-8,IIS,1453,US,CA,2017-07-31,2040-07-31,587,53,66,4137,22,97,4746,9674,61,58,benign
http://example.com/211,97,5,UTF-8,IIS,2980,CN,NY,2017-08-31,2040-08-31,226,51,120,9174,86,15,3083,6967,57,3,benign
http://example.com/212,88,6,UTF-8,nginx,779,US,TX,2017-09-30,2040-09-30,595,35,124,8111,98,88,3160,7954,3,74,malicious
http://example.com/213,77,7,UTF-8,nginx,8778,IN,FL,2017-10-31,2040-10-31,976,78,219,531,29,94,7934,2305,95,18,malicious
http://example.com/214,53,4,ISO-8859-1,IIS,3720,JP,CA,2017-11-30,2040-11-30,587,37,161,8275,43,39,6904,8613,99,56,malicious
http://example.com/215,26,9,ISO-8859-1,nginx,9730,CN,CA,2017-12-31,2040-12-31,760,43,160,9239,42,70,7610,4479,45,18,benign
http://example.com/216,47,5,ISO-8859-1,nginx,4414,CN,CA,2018-01-31,2041-01-31,766,81,249,9959,60,79,3050,8167,15,90,malicious
http://example.com/217,19,0,UTF-8,Apache,6964,CN,FL,2018-02-28,2041-02-28,49,86,44,6648,77,38,4640,6377,17,41,benign
http://example.com/218,63,5,ISO-8859-1,IIS,1584,US,TX,2018-03-31,2041-03-31,867,46,109,2639,71,39,7518,9808,15,91,benign
http://example.com/219,15,8,ISO-8859-1,Apache,790,IN,FL,2018-04-30,2041-04-30,969,28,238,490,74,52,6163,4424,5,4,malicious
http://example.com/220,15,9,UTF-8,nginx,8183,JP,FL,2018-05-31,2041-05-31,721,50,37,182,92,86,7761,8410,86,47,benign
http://example.com/221,61,3,UTF-8,Apache,6225,IN,NY,2018-06-30,2041-06-30,157,40,219,1102,68,3,3521,7181,46,24,benign
http://example.com/222,24,9,ISO-8859-1,IIS,9304,CN,CA,2018-07-31,2041-07-31,327,85,220,8772,59,29,2090,2471,11,66,malicious
http://example.com/223,77,0,ISO-8859-1,Apache,6768,IN,TX,2018-08-31,2041-08-31,744,63,67,9068,96,93,3956,5116,64,25,malicious
http://example.com/224,66,8,ISO-8859-1,Apache,2447,US,NY,2018-09-30,2041-09-30,882,87,60,7496,86,31,1582,6402,92,73,benign
http://example.com/225,65,3,ISO-8859-1,nginx,3808,DE,NY,2018-10-31,2041-10-31,76,47,187,9540,84,66,2645,6482,14,87,malicious
http://example.com/226,16,1,ISO-8859-1,IIS,6476,DE,PA,2018-11-30,2041-11-30,734,76,36,9428,84,99,4320,6639,39,61,malicious
http://example.com/227,60,0,UTF-8,nginx,8030,JP,CA,2018-12-31,2041-12-31,632,96,49,3356,6,45,742,6552,67,92,malicious
http://example.com/228,67,2,ISO-8859-1,nginx,737,JP,TX,2019-01-31,2042-01-31,453,21,179,9827,73,73,4018,6492,55,6,benign
http://example.com/229,73,6,ISO-8859-1,IIS,5966,IN,TX,2019-02-28,2042-02-28,309,98,107,3344,28,22,1686,4896,42,43,benign
http://example.com/230,35,9,ISO-8859-1,Apache,6893,JP,TX,2019-03-31,2042-03-31,326,16,8,6107,77,83,2509,2541,75,86,malicious
http://example.com/231,67,1,ISO-8859-1,nginx,3108,US,CA,2019-04-30,2042-04-30,507,85,236,622,31,10,6604,1117,94,26,benign
http://example.com/232,40,8,ISO-8859-1,Apache,7316,CN,TX,2019-05-31,2042-05-31,852,4,178,1794,39,21,154,4601,5,41,benign
http://example.com/233,75,1,ISO-8859-1,IIS,7472,CN,FL,2019-06-30,2042-06-30,869,60,242,2352,50,17,941,3147,52,72,malicious
http://example.com/234,22,4,UTF-8,nginx,5700,IN,FL,2019-07-31,2042-07-31,106,88,41,4937,78,67,7028,5894,22,55,malicious
http://example.com/235,27,7,UTF-8,Apache,1499,CN,CA,2019-08-31,2042-08-31,240,5,101,7426,86,7,4687,4350,77,2,malicious
http://example.com/236,84,9,UTF-8,Apache,8103,IN,TX,2019-09-30,2042-09-30,434,52,245,8569,37,36,9276,6047,44,12,benign
http://example.com/237,22,7,ISO-8859-1,nginx,1605,JP,PA,2019-10-31,2042-10-31,27,80,113,247,88,67,3006,8485,85,69,benign
http://example.com/238,33,2,ISO-8859-1,IIS,5942,JP,PA,2019-11-30,2042-11-30,703,94,109,8248,72,77,5188,7491,59,58,benign
http://example.com/239,66,1,UTF-8,Apache,8541,US,PA,2019-12-31,2042-12-31,248,16,166,3720,15,30,5156,2546,25,37,benign
http://example.com/240,38,8,ISO-8859-1,IIS,5420,CN,FL,2020-01-31,2043-01-31,363,58,248,9231,51,87,6082,7223,21,84,malicious
http://example.com/241,65,2,ISO-8859-1,nginx,8827,US,PA,2020-02-29,2043-02-28,724,96,86,3809,70,71,2372,1499,92,82,malicious
http://example.com/242,63,7,ISO-8859-1,Apache,6543,DE,TX,2020-03-31,2043-03-31,532,38,78,4437,23,94,6241,6395,64,88,malicious
http://example.com/243,14,1,UTF-8,Apache,3649,US,TX,2020-04-30,2043-04-30,471,53,207,5194,25,29,8115,3787,68,67,malicious
http://example.com/244,44,2,UTF-8,Apache,7052,IN,PA,2020-05-31,2043-05-31,666,47,55,9515,95,72,8394,7964,93,85,malicious
http://example.com/245,28,0,UTF-8,IIS,8749,IN,NY,2020-06-30,2043-06-30,538,36,110,7572,46,74,9261,6227,47,68,benign
http://example.com/246,64,5,ISO-8859-1,Apache,2838,US,PA,2020-07-31,2043-07-31,588,47,196,3463,93,33,1171,652,35,0,malicious
http://example.com/247,86,6,UTF-8,Apache,3469,JP,NY,2020-08-31,2043-08-31,817,67,146,3123,23,59,836,5643,87,49,benign
http://example.com/248,78,3,UTF-8,nginx,4235,DE,CA,2020-09-30,2043-09-30,412,77,65,1917,10,20,9657,9021,7,80,benign
http://example.com/249,53,0,UTF-8,Apache,8083,US,CA,2020-10-31,2043-10-31,934,76,64,783,73,93,6476,2660,56,72,malicious
http://example.com/250,87,2,ISO-8859-1,IIS,3511,JP,TX,2020-11-30,2043-11-30,568,26,140,5607,77,29,7849,5208,52,8,benign
http://example.com/251,47,8,UTF-8,nginx,5735,US,FL,2020-12-31,2043-12-31,630,87,118,6831,32,53,3730,4366,46,52,benign
http://example.com/252,71,4,UTF-8,nginx,4169,CN,TX,2021-01-31,2044-01-31,987,26,169,9524,51,85,327,5045,9,87,malicious
http://example.com/253,31,5,ISO-8859-1,Apache,6351,IN,TX,2021-02-28,2044-02-29,164,71,42,8908,41,1,6765,9085,58,9,benign
http://example.com/254,82,3,UTF-8,nginx,3285,CN,FL,2021-03-31,2044-03-31,988,62,117,3010,65,34,5811,5784,23,83,malicious
http://example.com/255,49,0,ISO-8859-1,Apache,3338,CN,TX,2021-04-30,2044-04-30,575,51,188,2117,65,44,6256,8416,3,80,malicious
http://example.com/256,35,4,ISO-8859-1,nginx,8552,DE,FL,2021-05-31,2044-05-31,47,46,50,4323,40,96,3670,8466,61,76,benign
http://example.com/257,14,4,UTF-8,IIS,5837,JP,TX,2021-06-30,2044-06-30,661,20,209,2284,18,14,8736,2651,9,28,benign
http://example.com/258,63,4,UTF-8,Apache,9539,IN,CA,2021-07-31,2044-07-31,483,56,211,1457,36,37,8093,3948,53,35,malicious
http://example.com/259,95,5,UTF-8,IIS,2673,CN,NY,2021-08-31,2044-08-31,157,74,164,6791,31,35,1719,3556,68,86,benign
http://example.com/260,58,1,ISO-8859-1,Apache,6953,IN,TX,2021-09-30,2044-09-30,667,94,48,6631,54,59,2304,2858,49,26,malicious
http://example.com/261,12,0,UTF-8,IIS,225,JP,NY,2021-10-31,2044-10-31,150,90,199,4766,63,24,2803,3855,89,17,malicious
http://example.com/262,47,1,UTF-8,IIS,9521,US,PA,2021-11-30,2044-11-30,224,41,73,7497,1,65,7842,3742,70,17,malicious
http://example.com/263,23,9,UTF-8,nginx,1406,CN,TX,2021-12-31,2044-12-31,259,47,136,2568,52,6,7674,8219,48,8,malicious
http://example.com/264,56,5,ISO-8859-1,Apache,2201,JP,CA,2022-01-31,2045-01-31,386,26,153,7391,57,68,9473,1760,82,66,malicious
http://example.com/265,23,4,ISO-8859-1,nginx,235,IN,FL,2022-02-28,2045-02-28,255,71,135,7355,9,38,897,8329,7,6,malicious
http://example.com/266,84,4,ISO-8859-1,IIS,7411,JP,CA,2022-03-31,2045-03-31,60,32,106,4020,86,1,9126,5686,99,57,benign
http://example.com/267,82,5,UTF-8,Apache,1559,US,NY,2022-04-30,2045-04-30,863,75,8,4336,92,41,3099,3676,31,78,malicious
http://example.com/268,47,9,UTF-8,IIS,4331,JP,FL,2022-05-31,2045-05-31,771,34,216,2039,90,31,2864,6558,56,29,benign
http://example.com/269,73,6,ISO-8859-1,IIS,7756,IN,CA,2022-06-30,2045-06-30,832,97,209,3956,74,36,3784,9600,96,72,benign
http://example.com/270,53,8,UTF-8,IIS,912,CN,CA,2022-07-31,2045-07-31,395,15,204,150,56,73,8299,6225,99,60,benign
http://example.com/271,79,6,UTF-8,IIS,8000,CN,CA,2022-08-31,2045-08-31,396,35,110,7230,47,54,6339,3023,61,90,malicious
http://example.com/272,74,1,ISO-8859-1,nginx,9143,DE,FL,2022-09-30,2045-09-30,161,65,31,1460,3,87,3974,2808,92,99,malicious
http://example.com/273,34,5,ISO-8859-1,IIS,7668,IN,CA,2022-10-31,2045-10-31,379,75,12,6905,2,31,3429,4271,5,81,benign
http://example.com/274,25,8,ISO-8859-1,nginx,970,DE,CA,2022-11-30,2045-11-30,442,90,127,8657,54,29,6169,8522,30,94,malicious
http://example.com/275,24,6,UTF-8,IIS,8926,DE,NY,2022-12-31,2045-12-31,348,55,57,6130,37,85,5684,2850,22,16,benign
http://example.com/276,90,1,UTF-8,Apache,768,US,CA,2023-01-31,2046-01-31,968,16,194,3145,56,3,8905,7576,17,52,malicious
http://example.com/277,12,2,UTF-8,IIS,1393,IN,CA,2023-02-28,2046-02-28,30,19,140,357,31,58,8980,8031,10,5,malicious
http://example.com/278,76,7,ISO-8859-1,IIS,8560,CN,PA,2023-03-31,2046-03-31,70,84,27,144,97,90,9189,2904,71,38,malicious
http://example.com/279,46,8,ISO-8859-1,Apache,9152,IN,FL,2023-04-30,2046-04-30,396,93,46,8560,96,61,8401,5544,68,24,benign
http://example.com/280,90,3,UTF-8,Apache,8773,US,PA,2023-05-31,2046-05-31,437,83,135,1434,12,6,1260,941,42,41,benign
http://example.com/281,64,8,ISO-8859-1,IIS,3490,IN,NY,2023-06-30,2046-06-30,1,7,61,771,58,20,3710,5675,27,41,benign
http://example.com/282,47,1,ISO-8859-1,IIS,9553,IN,PA,2023-07-31,2046-07-31,928,17,186,7100,67,61,4844,7610,7,58,malicious
http://example.com/283,72,4,UTF-8,nginx,8394,DE,TX,2023-08-31,2046-08-31,561,17,58,3738,26,46,7431,6505,23,37,malicious
http://example.com/284,10,1,ISO-8859-1,Apache,5649,IN,FL,2023-09-30,2046-09-30,134,17,13,6185,78,13,2103,3634,75,30,benign
http://example.com/285,80,0,UTF-8,Apache,4987,DE,CA,2023-10-31,2046-10-31,145,1,181,334,12,23,8135,7957,8,28,benign
http://example.com/286,99,4,ISO-8859-1,nginx,4434,DE,PA,2023-11-30,2046-11-30,178,75,100,6934,90,79,1627,707,8,8,benign
http://example.com/287,28,1,UTF-8,IIS,5784,JP,PA,2023-12-31,2046-12-31,263,95,193,3307,16,31,7418,7494,5,0,malicious
http://example.com/288,61,6,ISO-8859-1,IIS,9173,US,CA,2024-01-31,2047-01-31,310,71,49,5664,53,4,7334,4718,71,79,benign
http://example.com/289,39,7,UTF-8,Apache,6850,DE,CA,2024-02-29,2047-02-28,203,50,35,2500,72,75,5269,4060,86,86,malicious
http://example.com/290,64,1,ISO-8859-1,nginx,2335,IN,NY,2024-03-31,2047-03-31,810,9,94,9709,49,66,4710,4357,2,71,malicious
http://example.com/291,23,6,ISO-8859-1,IIS,5083,DE,PA,2024-04-30,2047-04-30,698,74,95,5189,49,16,6821,5712,88,46,benign
http://example.com/292,22,3,ISO-8859-1,Apache,7852,DE,PA,2024-05-31,2047-05-31,29,13,145,7651,92,31,8797,301,51,75,malicious
http://example.com/293,93,0,ISO-8859-1,IIS,5119,DE,TX,2024-06-30,2047-06-30,58,25,72,5105,7,48,4350,6659,66,9,malicious
http://example.com/294,99,2,ISO-8859-1,IIS,8141,CN,TX,2024-07-31,2047-07-31,8,46,195,7590,15,43,6726,5231,12,15,malicious
http://example.com/295,36,0,UTF-8,IIS,2677,CN,PA,2024-08-31,2047-08-31,987,29,123,7840,36,4,2955,1464,47,46,malicious
http://example.com/296,98,4,UTF-8,Apache,775,CN,TX,2024-09-30,2047-09-30,323,55,10,8731,72,62,4064,851,55,42,benign
http://example.com/297,18,7,UTF-8,nginx,2539,CN,PA,2024-10-31,2047-10-31,166,41,162,5282,74,48,8035,7645,26,23,malicious
http://example.com/298,50,0,ISO-8859-1,nginx,9973,JP,FL,2024-11-30,2047-11-30,336,3,214,750,15,28,1774,5444,45,7,benign
http://example.com/299,57,8,UTF-8,IIS,5687,DE,NY,2024-12-31,2047-12-31,906,10,4,133,62,16,9482,1305,62,74,malicious
http://example.com/300,21,2,ISO-8859-1,nginx,6045,JP,TX,2025-01-31,2048-01-31,378,23,224,3132,18,89,2492,9612,70,25,benign
http://example.com/301,19,4,ISO-8859-1,IIS,9568,IN,PA,2025-02-28,2048-02-29,897,85,125,7744,46,77,6978,3987,87,6,malicious
http://example.com/302,15,8,UTF-8,Apache,4867,US,TX,2025-03-31,2048-03-31,790,66,29,1210,61,69,2021,1430,2,78,benign
http://example.com/303,43,4,UTF-8,Apache,7104,JP,NY,2025-04-30,2048-04-30,702,36,46,8753,43,30,4533,8722,26,14,malicious
http://example.com/304,61,8,ISO-8859-1,Apache,7828,CN,FL,2025-05-31,2048-05-31,241,1,203,8613,44,65,1927,7619,14,47,benign
http://example.com/305,50,9,ISO-8859-1,IIS,6709,CN,CA,2025-06-30,2048-06-30,789,11,174,4610,99,69,816,4783,82,2,benign
http://example.com/306,92,7,UTF-8,nginx,5034,IN,CA,2025-07-31,2048-07-31,956,20,77,1974,66,14,730,2374,57,15,benign
http://example.com/307,15,6,UTF-8,Apache,3748,DE,TX,2025-08-31,2048-08-31,665,68,59,3139,55,75,4960,7623,32,78,malicious
http://example.com/308,11,0,ISO-8859-1,IIS,7231,US,PA,2025-09-30,2048-09-30,907,70,189,1356,86,34,8376,3465,62,88,malicious
http://example.com/309,24,3,ISO-8859-1,nginx,1412,JP,NY,2025-10-31,2048-10-31,159,63,196,3340,79,56,3868,1363,78,96,benign
http://example.com/310,26,8,UTF-8,nginx,9365,DE,FL,2025-11-30,2048-11-30,776,67,66,4363,39,29,9028,4336,30,13,malicious
http://example.com/311,25,9,ISO-8859-1,nginx,4199,DE,FL,2025-12-31,2048-12-31,234,42,162,5369,5,82,2807,4399,13,87,benign
http://example.com/312,37,7,ISO-8859-1,IIS,1754,JP,FL,2026-01-31,2049-01-31,452,53,107,7817,57,79,8518,3833,40,74,benign
http://example.com/313,94,3,UTF-8,IIS,6118,JP,CA,2026-02-28,2049-02-28,857,99,86,1509,15,25,3457,1765,31,2,malicious
http://example.com/314,81,0,UTF-8,IIS,1385,JP,NY,2026-03-31,2049-03-31,198,61,133,1932,91,94,9599,960,37,72,malicious
http://example.com/315,19,9,ISO-8859-1,Apache,7952,JP,CA,2026-04-30,2049-04-30,476,85,9,2124,16,66,7960,944,45,69,malicious
http://example.com/316,19,3,ISO-8859-1,IIS,8826,CN,TX,2026-05-31,2049-05-31,32,92,20,5836,57,40,4304,236,86,30,malicious
http://example.com/317,19,2,UTF-8,Apache,7146,DE,FL,2026-06-30,2049-06-30,407,72,149,5093,82,91,4330,5847,59,79,malicious
http://example.com/318,82,5,ISO-8859-1,Apache,5280,DE,NY,2026-07-31,2049-07-31,88,89,127,7734,99,15,5133,6594,28,74,malicious
http://example.com/319,37,4,UTF-8,Apache,1479,CN,FL,2026-08-31,2049-08-31,606,11,17,5057,25,32,4486,5886,61,16,benign
http://example.com/320,33,4,ISO-8859-1,IIS,745,DE,CA,2026-09-30,2049-09-30,220,0,12,3313,22,20,8257,9445,19,48,benign
http://example.com/321,28,1,UTF-8,Apache,8315,JP,CA,2026-10-31,2049-10-31,68,71,220,6308,31,53,7775,9270,43,2,benign
http://example.com/322,77,2,ISO-8859-1,IIS,5512,US,CA,2026-11-30,2049-11-30,293,32,82,9744,34,78,9944,8860,59,82,malicious
http://example.com/323,65,5,ISO-8859-1,IIS,4752,DE,FL,2026-12-31,2049-12-31,236,63,67,6553,87,91,1967,6300,16,87,benign
http://example.com/324,76,1,ISO-8859-1,Apache,6934,US,NY,2027-01-31,2050-01-31,906,67,133,2853,16,67,7065,8425,69,54,malicious
http://example.com/325,51,3,UTF-8,Apache,4551,US,NY,2027-02-28,2050-02-28,159,13,188,7428,70,49,7296,2161,44,71,malicious
http://example.com/326,21,1,UTF-8,Apache,6203,CN,TX,2027-03-31,2050-03-31,831,92,53,405,59,67,126,4478,66,99,malicious
http://example.com/327,27,8,UTF-8,IIS,7184,IN,FL,2027-04-30,2050-04-30,839,13,180,1484,15,77,6256,3830,10,39,benign
http://example.com/328,32,2,ISO-8859-1,IIS,4224,DE,TX,2027-05-31,2050-05-31,787,8,206,3467,82,89,9224,8418,47,65,benign
http://example.com/329,93,9,ISO-8859-1,Apache,464,CN,TX,2027-06-30,2050-06-30,289,72,176,1674,13,82,6688,6222,19,86,malicious
http://example.com/330,15,9,UTF-8,Apache,2755,CN,TX,2027-07-31,2050-07-31,878,25,218,972,24,1,5867,1895,84,39,benign
http://example.com/331,62,5,UTF-8,nginx,8700,US,TX,2027-08-31,2050-08-31,553,48,147,8460,13,39,566,4413,93,29,malicious
http://example.com/332,51,0,ISO-8859-1,Apache,7533,DE,CA,2027-09-30,2050-09-30,903,16,233,5678,65,61,7789,8287,89,24,malicious
http://example.com/333,75,9,ISO-8859-1,nginx,1414,CN,TX,2027-10-31,2050-10-31,577,67,145,9895,36,55,2800,4940,81,6,benign
http://example.com/334,39,2,ISO-8859-1,nginx,5372,JP,NY,2027-11-30,2050-11-30,532,59,54,1130,49,69,9790,3826,51,91,malicious
http://example.com/335,18,7,ISO-8859-1,IIS,318,CN,TX,2027-12-31,2050-12-31,334,2,231,7864,82,2,8909,359,13,49,malicious
http://example.com/336,51,4,UTF-8,IIS,4803,JP,CA,2028-01-31,2051-01-31,581,92,234,6831,48,94,3877,1341,63,80,malicious
http://example.com/337,43,7,UTF-8,nginx,5231,IN,PA,2028-02-29,2051-02-28,772,24,68,7005,97,17,2787,1943,16,95,malicious
http://example.com/338,49,1,ISO-8859-1,nginx,1639,JP,PA,2028-03-31,2051-03-31,501,20,234,4542,43,29,5432,5877,53,0,benign
http://example.com/339,97,6,ISO-8859-1,Apache,3533,JP,PA,2028-04-30,2051-04-30,245,11,35,3767,6,4,6906,9804,35,90,benign
http://example.com/340,26,8,ISO-8859-1,nginx,1702,US,FL,2028-05-31,2051-05-31,322,53,88,1376,81,73,5156,2380,59,43,malicious
http://example.com/341,38,6,UTF-8,Apache,2804,CN,NY,2028-06-30,2051-06-30,746,0,169,6653,68,64,9796,9247,39,99,malicious
http://example.com/342,59,2,UTF-8,IIS,5164,IN,CA,2028-07-31,2051-07-31,938,0,141,642,14,85,279,7896,67,48,malicious
http://example.com/343,85,6,ISO-8859-1,Apache,3748,CN,PA,2028-08-31,2051-08-31,783,44,161,8646,30,43,8096,4667,73,6,benign
http://example.com/344,58,7,ISO-8859-1,IIS,1205,JP,CA,2028-09-30,2051-09-30,610,45,15,4908,84,76,5564,9400,61,2,benign
http://example.com/345,82,0,ISO-8859-1,nginx,5836,JP,CA,2028-10-31,2051-10-31,328,47,191,7831,8,12,6820,9834,50,93,benign
http://example.com/346,70,2,ISO-8859-1,nginx,5912,CN,FL,2028-11-30,2051-11-30,546,6,15,683,54,50,1021,8672,53,0,benign
http://example.com/347,92,4,ISO-8859-1,nginx,2588,IN,PA,2028-12-31,2051-12-31,338,9,31,610,66,68,3192,1355,46,50,benign
http://example.com/348,55,5,ISO-8859-1,Apache,8908,IN,TX,2029-01-31,2052-01-31,170,14,107,6776,4,61,5627,6562,52,97,malicious
http://example.com/349,55,2,UTF-8,IIS,2518,US,CA,2029-02-28,2052-02-29,109,39,156,6771,74,92,9802,1758,29,37,benign
http://example.com/350,26,3,UTF-8,IIS,127,JP,PA,2029-03-31,2052-03-31,993,10,10,9238,84,73,7565,2748,5,42,benign
http://example.com/351,75,4,UTF-8,IIS,8307,JP,CA,2029-04-30,2052-04-30,806,55,57,7795,60,51,2819,3471,67,54,malicious
http://example.com/352,14,2,ISO-8859-1,IIS,8624,US,FL,2029-05-31,2052-05-31,9,45,199,3573,53,96,8213,3529,74,56,benign
http://example.com/353,63,3,ISO-8859-1,IIS,8077,CN,FL,2029-06-30,2052-06-30,201,44,161,1298,99,77,9315,9872,95,52,malicious
http://example.com/354,25,4,ISO-8859-1,Apache,4761,JP,TX,2029-07-31,2052-07-31,915,86,7,4095,74,98,251,4960,75,99,malicious
http://example.com/355,90,1,UTF-8,IIS,4649,CN,FL,2029-08-31,2052-08-31,256,12,133,4635,92,83,8304,7720,81,32,benign
http://example.com/356,16,9,ISO-8859-1,nginx,4053,IN,PA,2029-09-30,2052-09-30,261,26,218,5971,15,78,9006,3032,40,79,benign
http://example.com/357,17,8,UTF-8,IIS,4361,DE,FL,2029-10-31,2052-10-31,692,80,125,3403,1,5,3725,5186,72,61,benign
http://example.com/358,81,9,ISO-8859-1,nginx,8223,US,TX,2029-11-30,2052-11-30,429,49,253,2547,22,91,8540,9878,2,10,benign
http://example.com/359,96,7,ISO-8859-1,Apache,5073,JP,NY,2029-12-31,2052-12-31,506,60,119,9508,91,28,1244,6749,68,71,malicious
http://example.com/360,91,5,ISO-8859-1,Apache,8536,US,CA,2030-01-31,2053-01-31,65,12,80,7839,93,90,4582,8219,62,51,malicious
http://example.com/361,47,9,UTF-8,nginx,1456,IN,CA,2030-02-28,2053-02-28,805,11,124,6944,15,10,4634,5083,80,0,benign
http://example.com/362,63,2,UTF-8,IIS,9234,IN,PA,2030-03-31,2053-03-31,672,28,57,1390,74,88,820,2621,58,13,malicious
http://example.com/363,85,1,UTF-8,Apache,3567,IN,TX,2030-04-30,2053-04-30,578,84,72,5934,84,81,4668,2802,85,93,malicious
http://example.com/364,24,6,ISO-8859-1,Apache,7064,IN,TX,2030-05-31,2053-05-31,611,83,214,7649,22,52,3329,118,69,84,malicious
http://example.com/365,59,7,UTF-8,Apache,7167,DE,TX,2030-06-30,2053-06-30,588,19,226,6787,50,80,1106,2669,58,20,benign
http://example.com/366,65,9,ISO-8859-1,IIS,1845,CN,CA,2030-07-31,2053-07-31,34,30,168,8793,48,17,4828,883,35,33,malicious
http://example.com/367,18,0,ISO-8859-1,nginx,3979,CN,FL,2030-08-31,2053-08-31,974,7,28,7528,73,65,7199,9998,14,89,malicious
http://example.com/368,17,5,UTF-8,nginx,3877,DE,CA,2030-09-30,2053-09-30,556,23,238,486,51,21,7216,514,15,13,malicious
http://example.com/369,28,6,UTF-8,IIS,2215,CN,CA,2030-10-31,2053-10-31,661,74,36,8703,96,54,3913,8655,6,39,benign
http://example.com/370,60,8,ISO-8859-1,Apache,6357,IN,CA,2030-11-30,2053-11-30,490,38,56,2106,17,49,637,1203,16,34,malicious
http://example.com/371,81,2,ISO-8859-1,IIS,2367,CN,FL,2030-12-31,2053-12-31,579,32,175,5313,83,22,2785,4991,87,41,malicious
http://example.com/372,66,1,ISO-8859-1,IIS,2367,US,NY,2031-01-31,2054-01-31,253,41,199,2247,91,69,2080,5409,95,81,malicious
http://example.com/373,77,4,ISO-8859-1,nginx,9788,CN,PA,2031-02-28,2054-02-28,16,14,116,3968,51,64,6006,1271,46,19,malicious
http://example.com/374,40,9,UTF-8,IIS,7186,US,NY,2031-03-31,2054-03-31,260,67,168,9630,37,36,639,9990,63,59,malicious
