관리번호,자치구,AP별 이용량(GB),anomaly,latitude,longitude
EP010023,은평구,310.5866477,1,37.6024,126.9293
GS090031,강서구,310.5495632,1,37.5509,126.8497
GR050008,구로구,310.531214,1,37.4951999,126.8877
SB090003,성북구,310.5020356,1,37.59,127.0165
GS040043,강서구,310.485458,1,37.5509,126.8497
YDP120002,영등포구,310.1507175,1,37.5262,126.8959
WF120454,중구,309.6798223,1,37.5636559,126.9975097
SD000283,성동구,309.5858086,1,37.5635,127.0365
SD000211,성동구,309.4715605,1,37.5635,127.0365
SC000013,서초구,309.4174706,1,37.4835,127.0322
GN070012,강남구,309.2843295,1,37.5177,127.0473
HT210092,중구,309.2481909,1,37.5636559,126.9975097
WF191206,마포구,309.0974092,1,37.566571,126.9015317
GS160042,강서구,308.7773219,1,37.5509,126.8497
WF131740,마포구,308.4430473,1,37.566571,126.9015317
GR030046,구로구,308.2126461,1,37.4951999,126.8877
DDM000010,동대문구,307.5473004,1,37.5741982,127.0395092
SD000142,성동구,307.4856024,1,37.5635,127.0365
GA070060,관악구,307.4617641,1,37.4782,126.9518
YC150021,양천구,307.2450898,1,37.5171,126.8663
SIGMUL043,강서구,307.1986732,1,37.5509,126.8497
NW160059,노원구,306.9507905,1,37.654,127.0567
YC170096,양천구,306.919425,1,37.5171,126.8663
NW020003,노원구,306.5317031,1,37.654,127.0567
NW050003,노원구,306.322654,1,37.654,127.0567
GS170008,강서구,306.0620374,1,37.5509,126.8497
SIGMUL033,강서구,305.9290611,1,37.5509,126.8497
SP260030,송파구,305.662719,1,37.5145,127.1058
NW130006,노원구,305.6502899,1,37.654,127.0567
SIGMUL024,강서구,305.4739813,1,37.5509,126.8497
WF171800,금천구,305.3233256,1,37.4565,126.8954
WF190932,용산구,304.9362546,1,37.5323,126.99
YC170079,양천구,304.8944932,1,37.5171,126.8663
HT210060,중구,304.7478017,1,37.5636559,126.9975097
WF190724,서초구,304.7372313,1,37.4835,127.0322
SD000358,성동구,304.6942927,1,37.5635,127.0365
SD000452,성동구,304.5120866,1,37.5635,127.0365
NW160027,노원구,304.4692492,1,37.654,127.0567
MP010050,마포구,304.390897,1,37.566571,126.9015317
WN003880,성동구,304.2749122,1,37.5635,127.0365
SD000005,성동구,304.0137666,1,37.5635,127.0365
WF131741,마포구,303.9970543,1,37.566571,126.9015317
GR040029,구로구,303.9335663,1,37.4951999,126.8877
JG000003,중구,303.9196644,1,37.5636559,126.9975097
GB070009,강북구,303.9106276,1,37.6395,127.0255
WF200053,중구,303.8146485,1,37.5636559,126.9975097
SD000432,성동구,303.8001035,1,37.5635,127.0365
MP010052,마포구,303.7465431,1,37.566571,126.9015317
GS110032,강서구,303.6795597,1,37.5509,126.8497
SIGMUL152,강서구,303.5362967,1,37.5509,126.8497
GS120072,강서구,303.5303599,1,37.5509,126.8497
WF200083,중구,303.4639638,1,37.5636559,126.9975097
WF141700,노원구,303.222572,1,37.654,127.0567
GS030038,강서구,303.2031156,1,37.5509,126.8497
WF200017,중구,303.1846846,1,37.5636559,126.9975097
GS200055,강서구,302.9823958,1,37.5509,126.8497
WF110215,중구,302.794022,1,37.5636559,126.9975097
WF201109,강동구,302.707165,1,37.53,127.1237
YC170007,양천구,302.5290169,1,37.5171,126.8663
WF110138,중구,302.446105,1,37.5636559,126.9975097
WF120046,서초구,302.4275127,1,37.4835,127.0322
WF131954,서대문구,302.3712668,1,37.5790747,126.9367861
WF205012,종로구,302.2346035,1,37.5806949,126.9827989
WF205117,중구,302.2037044,1,37.5636559,126.9975097
YC020006,양천구,301.9837836,1,37.5171,126.8663
WF190498,동대문구,301.8965963,1,37.5741982,127.0395092
WF200031,중구,301.8619381,1,37.5636559,126.9975097
YC130005,양천구,301.6651726,1,37.5171,126.8663
WF201049,강동구,301.5628832,1,37.53,127.1237
WF121265,구로구,301.2945823,1,37.4951999,126.8877
WF120230,은평구,301.197467,1,37.6024,126.9293
GS190023,강서구,301.0923093,1,37.5509,126.8497
YC160006,양천구,301.0538814,1,37.5171,126.8663
JG000005,중구,301.0224838,1,37.5636559,126.9975097
SP260046,송파구,300.9818035,1,37.5145,127.1058
WF201387,도봉구,300.9007648,1,37.6686,127.0466
SD000016,성동구,300.7949541,1,37.5635,127.0365
NW130007,노원구,300.2793856,1,37.654,127.0567
WF200137,서초구,300.1883025,1,37.4835,127.0322
JR140003,종로구,300.1591652,1,37.5806949,126.9827989
WF190002,강남구,300.03976,1,37.5177,127.0473
SDM110012,서대문구,299.9771442,1,37.5790747,126.9367861
WF110198,중구,299.6949055,1,37.5636559,126.9975097
SD000240,성동구,299.6559842,1,37.5635,127.0365
WF170052,중구,299.6404291,1,37.5636559,126.9975097
WF142421,용산구,299.4260808,1,37.5323,126.99
SB100001,성북구,299.2829398,1,37.59,127.0165
SD000299,성동구,299.1666318,1,37.5635,127.0365
GR040025,구로구,298.752214,1,37.4951999,126.8877
YC010008,양천구,298.6027101,1,37.5171,126.8663
WF201372,도봉구,298.5713155,1,37.6686,127.0466
WF181092,도봉구,298.5071944,1,37.6686,127.0466
JR150001,종로구,298.4975332,1,37.5806949,126.9827989
YC170078,양천구,298.2729092,1,37.5171,126.8663
WF161900,마포구,298.2065421,1,37.566571,126.9015317
WF192007,영등포구,298.1611819,1,37.5262,126.8959
SP260098,송파구,298.1339695,1,37.5145,127.1058
WF140032,동대문구,298.0837005,1,37.5741982,127.0395092
WF110122,중구,298.0791868,1,37.5636559,126.9975097
GS150034,강서구,298.0417937,1,37.5509,126.8497
NW120001,노원구,298.0258289,1,37.654,127.0567
GS060069,강서구,297.9900052,1,37.5509,126.8497
SP260003,송파구,297.9549084,1,37.5145,127.1058
GJ040003,광진구,297.6925761,1,37.5384,127.0828
YC080005,양천구,297.6689174,1,37.5171,126.8663
YC120011,양천구,297.6141044,1,37.5171,126.8663
WF121823,용산구,297.1061099,1,37.5323,126.99
WF142038,마포구,296.8888157,1,37.566571,126.9015317
WF190460,노원구,296.8361614,1,37.654,127.0567
YC070005,양천구,296.8196716,1,37.5171,126.8663
WF171774,금천구,296.8025372,1,37.4565,126.8954
GS010056,강서구,296.7542746,1,37.5509,126.8497
WF190402,노원구,296.7328694,1,37.654,127.0567
GS150006,강서구,296.5851364,1,37.5509,126.8497
SB020041,성북구,296.5211192,1,37.59,127.0165
NW140005,노원구,296.2484557,1,37.654,127.0567
YC030007,양천구,296.1848033,1,37.5171,126.8663
WF190892,영등포구,295.9463956,1,37.5262,126.8959
MP030040,마포구,295.9428156,1,37.566571,126.9015317
GA070061,관악구,295.6973742,1,37.4782,126.9518
GN070044,강남구,295.6050743,1,37.5177,127.0473
WF130036,중구,295.5733771,1,37.5636559,126.9975097
SD000304,성동구,295.4656063,1,37.5635,127.0365
GD130110,강동구,295.400759,1,37.53,127.1237
YC180014,양천구,295.2756986,1,37.5171,126.8663
SD000312,성동구,295.2531467,1,37.5635,127.0365
GS080025,강서구,295.2377956,1,37.5509,126.8497
WF191183,중랑구,295.2259409,1,37.6063,127.093
WF120395,중구,295.2017641,1,37.5636559,126.9975097
DB140018,도봉구,295.1891298,1,37.6686,127.0466
EP120020,은평구,294.8138309,1,37.6024,126.9293
YC120038,양천구,294.3249659,1,37.5171,126.8663
EP000030,은평구,294.2785402,1,37.6024,126.9293
WF120185,성동구,294.1753199,1,37.5635,127.0365
SP260029,송파구,294.0542844,1,37.5145,127.1058
WF190848,양천구,294.0380579,1,37.5171,126.8663
SP260052,송파구,294.0273738,1,37.5145,127.1058
GB120006,강북구,293.7599671,1,37.6395,127.0255
SD000224,성동구,293.5675771,1,37.5635,127.0365
WF171451,노원구,293.4451449,1,37.654,127.0567
YC030002,양천구,293.0530528,1,37.5171,126.8663
WF171264,동대문구,293.0190551,1,37.5741982,127.0395092
JR140006,종로구,292.9735736,1,37.5806949,126.9827989
SP260035,송파구,292.7616383,1,37.5145,127.1058
SD000430,성동구,292.5665545,1,37.5635,127.0365
WF190602,동작구,292.4640918,1,37.5120999,126.9395
WF190747,성동구,292.4534403,1,37.5635,127.0365
SD000395,성동구,292.4153558,1,37.5635,127.0365
SD000309,성동구,292.3958508,1,37.5635,127.0365
YC060015,양천구,292.2683662,1,37.5171,126.8663
YC150007,양천구,292.1489638,1,37.5171,126.8663
WF191039,종로구,292.0962078,1,37.5806949,126.9827989
GS060043,강서구,291.9847189,1,37.5509,126.8497
GR060023,구로구,291.7675946,1,37.4951999,126.8877
GS200058,강서구,291.707982,1,37.5509,126.8497
WF200062,중구,291.5015332,1,37.5636559,126.9975097
WF200044,중구,291.4347084,1,37.5636559,126.9975097
WF141707,노원구,290.8992706,1,37.654,127.0567
GS010024,강서구,290.7801204,1,37.5509,126.8497
YC160013,양천구,290.7495623,1,37.5171,126.8663
EP020003,은평구,290.6820051,1,37.6024,126.9293
WF120215,은평구,290.615649,1,37.6024,126.9293
YC080006,양천구,290.5747868,1,37.5171,126.8663
WF190129,강서구,290.5049682,1,37.5509,126.8497
NW120014,노원구,290.2548348,1,37.654,127.0567
YC170083,양천구,290.2456058,1,37.5171,126.8663
JG110001,중구,289.9628662,1,37.5636559,126.9975097
WF171361,도봉구,289.708988,1,37.6686,127.0466
SDM100016,서대문구,289.2169489,1,37.5790747,126.9367861
YC020008,양천구,289.1036873,1,37.5171,126.8663
GR030043,구로구,289.0351117,1,37.4951999,126.8877
YC170080,양천구,288.8432157,1,37.5171,126.8663
WF110081,중구,288.7936926,1,37.5636559,126.9975097
DB040008,도봉구,288.7213577,1,37.6686,127.0466
SIGMUL030,강서구,288.7084721,1,37.5509,126.8497
SIGMUL040,강서구,288.5619803,1,37.5509,126.8497
EP080013,은평구,288.4449432,1,37.6024,126.9293
WF110035,종로구,288.4442168,1,37.5806949,126.9827989
HT210141,송파구,288.4440208,1,37.5145,127.1058
DB110001,도봉구,288.275397,1,37.6686,127.0466
WF190778,성북구,288.0058383,1,37.59,127.0165
YC170081,양천구,287.9868523,1,37.5171,126.8663
GR010014,구로구,287.9136645,1,37.4951999,126.8877
WF201050,강동구,287.7707361,1,37.53,127.1237
GN070092,강남구,287.5946313,1,37.5177,127.0473
SP260069,송파구,287.5162529,1,37.5145,127.1058
GD130045,강동구,287.4681071,1,37.53,127.1237
WF161250,관악구,287.1975302,1,37.4782,126.9518
GS130203,강서구,287.0890767,1,37.5509,126.8497
GD130072,강동구,287.0752817,1,37.53,127.1237
WF200130,서초구,287.0153977,1,37.4835,127.0322
WF172297,서초구,286.8328567,1,37.4835,127.0322
SD000282,성동구,286.8304289,1,37.5635,127.0365
WF110059,중구,286.7835268,1,37.5636559,126.9975097
WF171915,관악구,286.71354,1,37.4782,126.9518
SIGMUL035,강서구,286.6802881,1,37.5509,126.8497
GD130058,강동구,286.6468039,1,37.53,127.1237
DBGURUCUS022,도봉구,286.6262731,1,37.6686,127.0466
WF170021,중구,286.5037626,1,37.5636559,126.9975097
WF200021,중구,286.4597271,1,37.5636559,126.9975097
YDP200007,영등포구,286.3907027,1,37.5262,126.8959
WF200093,중구,286.3078535,1,37.5636559,126.9975097
YC080021,양천구,286.0813128,1,37.5171,126.8663
YC170085,양천구,286.0351255,1,37.5171,126.8663
DBGURUCUS012,도봉구,285.6356784,1,37.6686,127.0466
GB070012,강북구,285.3494432,1,37.6395,127.0255
EP170006,은평구,285.2443448,1,37.6024,126.9293
MP010090,마포구,285.0338541,1,37.566571,126.9015317
JG000041,중구,284.8999266,1,37.5636559,126.9975097
EP110029,은평구,284.8839534,1,37.6024,126.9293
WF161822,동대문구,284.8512917,1,37.5741982,127.0395092
WF190662,서대문구,284.3466974,1,37.5790747,126.9367861
EP120014,은평구,284.3353719,1,37.6024,126.9293
WF171353,도봉구,284.1444457,1,37.6686,127.0466
WF190046,강남구,284.0917588,1,37.5177,127.0473
GS120062,강서구,284.0890204,1,37.5509,126.8497
GJ1300022,광진구,284.0841932,1,37.5384,127.0828
WF181347,송파구,283.9826845,1,37.5145,127.1058
WF171292,성북구,283.9747665,1,37.59,127.0165
WF120380,중구,283.879764,1,37.5636559,126.9975097
GN070015,강남구,283.7743444,1,37.5177,127.0473
HT210124,동대문구,283.7121237,1,37.5741982,127.0395092
EP140006,은평구,283.6392707,1,37.6024,126.9293
SDM150016,서대문구,283.5921874,1,37.5790747,126.9367861
WF120127,서초구,283.4074822,1,37.4835,127.0322
WF181098,노원구,283.3588185,1,37.654,127.0567
WF200109,서초구,283.2057394,1,37.4835,127.0322
WF110230,중구,283.1896321,1,37.5636559,126.9975097
SB090001,성북구,283.1059361,1,37.59,127.0165
WF191204,마포구,283.0776061,1,37.566571,126.9015317
WN003985,성동구,282.7781433,1,37.5635,127.0365
DB020012,도봉구,282.6723175,1,37.6686,127.0466
MP010061,마포구,282.3541564,1,37.566571,126.9015317
WF120439,중구,282.325308,1,37.5636559,126.9975097
WF200113,서초구,282.0689775,1,37.4835,127.0322
GN070008,강남구,281.890535,1,37.5177,127.0473
JN160070,중랑구,281.8176831,1,37.6063,127.093
WF110083,중구,281.5137878,1,37.5636559,126.9975097
WF200166,동대문구,281.4694562,1,37.5741982,127.0395092
GD130049,강동구,281.4103766,1,37.53,127.1237
JG000039,중구,281.2893168,1,37.5636559,126.9975097
WN000669,도봉구,281.0804485,1,37.6686,127.0466
WF120280,종로구,280.9443876,1,37.5806949,126.9827989
WF120190,성동구,280.8709852,1,37.5635,127.0365
GS080048,강서구,280.849704,1,37.5509,126.8497
WF200036,중구,280.6230223,1,37.5636559,126.9975097
DB130010,도봉구,280.4087422,1,37.6686,127.0466
MP010088,마포구,280.2374632,1,37.566571,126.9015317
WF190918,영등포구,280.2203414,1,37.5262,126.8959
SP260100,송파구,280.2160946,1,37.5145,127.1058
GA070062,관악구,280.1838953,1,37.4782,126.9518
SDM150008,서대문구,280.1523964,1,37.5790747,126.9367861
GR030058,구로구,279.930945,1,37.4951999,126.8877
EP080017,은평구,279.8972191,1,37.6024,126.9293
WF190805,송파구,279.7306026,1,37.5145,127.1058
GN090028,강남구,279.6501668,1,37.5177,127.0473
GS010018,강서구,279.6352451,1,37.5509,126.8497
YC010004,양천구,279.4747042,1,37.5171,126.8663
WF200160,서초구,279.4470065,1,37.4835,127.0322
YC080017,양천구,279.2766354,1,37.5171,126.8663
JR150002,종로구,279.2684018,1,37.5806949,126.9827989
SD000233,성동구,279.2219484,1,37.5635,127.0365
WF171160,용산구,279.1946314,1,37.5323,126.99
EP010004,은평구,279.021381,1,37.6024,126.9293
EP000027,은평구,278.9473017,1,37.6024,126.9293
YS140001,용산구,278.9147922,1,37.5323,126.99
SIGMUL038,강서구,278.8886979,1,37.5509,126.8497
WF201083,강동구,278.7809781,1,37.53,127.1237
SD000426,성동구,278.6726225,1,37.5635,127.0365
YC070006,양천구,278.5935392,1,37.5171,126.8663
YC120013,양천구,278.4428789,1,37.5171,126.8663
SD000397,성동구,278.4287675,1,37.5635,127.0365
WF171341,도봉구,278.413884,1,37.6686,127.0466
YC180003,양천구,278.0474862,1,37.5171,126.8663
WF161907,마포구,277.9700543,1,37.566571,126.9015317
WF161203,관악구,277.9650046,1,37.4782,126.9518
YC150011,양천구,277.9358008,1,37.5171,126.8663
NW130004,노원구,277.736135,1,37.654,127.0567
SDM150003,서대문구,277.6961295,1,37.5790747,126.9367861
GS040066,강서구,277.6239013,1,37.5509,126.8497
YC080009,양천구,277.5387606,1,37.5171,126.8663
SIGMUL034,강서구,277.5191887,1,37.5509,126.8497
GN190009,강남구,277.370034,1,37.5177,127.0473
GB010002,강북구,277.3307097,1,37.6395,127.0255
WF191144,중구,277.3011986,1,37.5636559,126.9975097
WF190711,서대문구,276.9594134,1,37.5790747,126.9367861
SIGMUL037,강서구,276.9064584,1,37.5509,126.8497
WF201153,강서구,276.7673945,1,37.5509,126.8497
YC060021,양천구,276.6291334,1,37.5171,126.8663
NW160075,노원구,276.5299133,1,37.654,127.0567
YDP000055,영등포구,276.4048571,1,37.5262,126.8959
WF201395,도봉구,276.17104,1,37.6686,127.0466
WN000706,도봉구,275.7714808,1,37.6686,127.0466
SD000161,성동구,275.7131257,1,37.5635,127.0365
WN003882,성동구,275.6139066,1,37.5635,127.0365
GJ030006,광진구,275.6107149,1,37.5384,127.0828
SC000069,서초구,275.5330636,1,37.4835,127.0322
WF120128,서초구,275.3961148,1,37.4835,127.0322
GD130033,강동구,275.3082936,1,37.53,127.1237
SIGMUL031,강서구,274.9736567,1,37.5509,126.8497
YC120025,양천구,274.7755458,1,37.5171,126.8663
WN003861,성동구,274.4354421,1,37.5635,127.0365
WF191075,종로구,274.2629921,1,37.5806949,126.9827989
WF191211,마포구,273.9603974,1,37.566571,126.9015317
WF200040,중구,273.9236692,1,37.5636559,126.9975097
MP020060,마포구,273.8099484,1,37.566571,126.9015317
MP030005,마포구,273.4553217,1,37.566571,126.9015317
GS190049,강서구,273.3880932,1,37.5509,126.8497
WF190953,용산구,273.2212024,1,37.5323,126.99
GN070011,강남구,273.01045,1,37.5177,127.0473
WF171811,금천구,272.9996538,1,37.4565,126.8954
SC000003,서초구,272.9967171,1,37.4835,127.0322
HT210148,중구,272.8860755,1,37.5636559,126.9975097
WF190482,도봉구,272.7729627,1,37.6686,127.0466
DB030012,도봉구,272.7365322,1,37.6686,127.0466
GS100025,강서구,272.5375989,1,37.5509,126.8497
WF200110,서초구,272.5041702,1,37.4835,127.0322
WF190730,서초구,272.2949837,1,37.4835,127.0322
SC130004,서초구,272.2323186,1,37.4835,127.0322
DB120005,도봉구,272.2080941,1,37.6686,127.0466
WN000674,도봉구,272.1708213,1,37.6686,127.0466
WF201760,중구,272.1647231,1,37.5636559,126.9975097
MP030024,마포구,272.0233183,1,37.566571,126.9015317
YC140005,양천구,271.97601,1,37.5171,126.8663
WF171455,노원구,271.7641056,1,37.654,127.0567
GB110013,강북구,271.7543637,1,37.6395,127.0255
HT210095,중구,271.4459326,1,37.5636559,126.9975097
WF160065,마포구,271.3788146,1,37.566571,126.9015317
YC150013,양천구,271.3586437,1,37.5171,126.8663
SP260041,송파구,271.3214314,1,37.5145,127.1058
SB020012,성북구,271.2305419,1,37.59,127.0165
GR030009,구로구,271.1897745,1,37.4951999,126.8877
SD000403,성동구,271.0874688,1,37.5635,127.0365
SIGMUL046,강서구,271.0869336,1,37.5509,126.8497
WF201930,동대문구,270.8779626,1,37.5741982,127.0395092
WF200147,서초구,270.8380435,1,37.4835,127.0322
WF190569,동작구,270.7608047,1,37.5120999,126.9395
EP110001,은평구,270.7313034,1,37.6024,126.9293
MP030003,마포구,270.666865,1,37.566571,126.9015317
WF191064,종로구,270.663749,1,37.5806949,126.9827989
WF181132,노원구,270.6584252,1,37.654,127.0567
WF190568,동작구,270.6502212,1,37.5120999,126.9395
WF190186,강서구,270.6346623,1,37.5509,126.8497
WF190506,동대문구,270.5206956,1,37.5741982,127.0395092
WF181236,양천구,270.3987001,1,37.5171,126.8663
EP000076,은평구,270.3884469,1,37.6024,126.9293
NW170004,노원구,270.3598771,1,37.654,127.0567
GS110023,강서구,270.3383423,1,37.5509,126.8497
GS040034,강서구,270.3226487,1,37.5509,126.8497
WN003845,성동구,270.3078458,1,37.5635,127.0365
YS140002,용산구,270.1707704,1,37.5323,126.99
WF181107,노원구,270.1439995,1,37.654,127.0567
GA070032,관악구,270.0890809,1,37.4782,126.9518
YDP000041,영등포구,270.0740678,1,37.5262,126.8959
GB100002,강북구,270.0649229,1,37.6395,127.0255
WF120386,중구,269.9973158,1,37.5636559,126.9975097
WF161660,금천구,269.988066,1,37.4565,126.8954
GR040012,구로구,269.9861724,1,37.4951999,126.8877
WF191210,마포구,269.8521014,1,37.566571,126.9015317
YS170020,용산구,269.7241358,1,37.5323,126.99
WF171433,노원구,269.3557121,1,37.654,127.0567
GS200049,강서구,269.2250715,1,37.5509,126.8497
WF110066,중구,269.1191121,1,37.5636559,126.9975097
GR030038,구로구,268.7620919,1,37.4951999,126.8877
HT210140,송파구,268.6195174,1,37.5145,127.1058
EP010024,은평구,268.5932517,1,37.6024,126.9293
WF190029,강남구,268.5273593,1,37.5177,127.0473
WN003979,성동구,268.5190385,1,37.5635,127.0365
MP010071,마포구,268.4039076,1,37.566571,126.9015317
WF191209,마포구,268.3472333,1,37.566571,126.9015317
WF171316,성북구,268.2968384,1,37.59,127.0165
WF181348,송파구,268.2047414,1,37.5145,127.1058
NW010017,노원구,268.1865305,1,37.654,127.0567
EP040005,은평구,268.1708398,1,37.6024,126.9293
GJ080007,광진구,268.1106104,1,37.5384,127.0828
WF171762,금천구,267.9225631,1,37.4565,126.8954
SD000004,성동구,267.8747312,1,37.5635,127.0365
SP260043,송파구,267.7929888,1,37.5145,127.1058
SP260006,송파구,267.5955546,1,37.5145,127.1058
SD000026,성동구,267.5451317,1,37.5635,127.0365
WN003848,성동구,267.5441253,1,37.5635,127.0365
YC160008,양천구,267.4587385,1,37.5171,126.8663
WF190030,강남구,267.4326196,1,37.5177,127.0473
WF201061,강동구,267.2708474,1,37.53,127.1237
WF200171,은평구,267.10462,1,37.6024,126.9293
WF171794,금천구,266.8454533,1,37.4565,126.8954
JG060002,중구,266.6971389,1,37.5636559,126.9975097
GN020033,강남구,266.6456572,1,37.5177,127.0473
WF151827,동대문구,266.6159095,1,37.5741982,127.0395092
GS090042,강서구,266.5871035,1,37.5509,126.8497
WF201102,강동구,266.491553,1,37.53,127.1237
WF160124,마포구,266.3858333,1,37.566571,126.9015317
SC000019,서초구,266.290395,1,37.4835,127.0322
GJ110004,광진구,266.274999,1,37.5384,127.0828
YC160016,양천구,266.0847687,1,37.5171,126.8663
YC120005,양천구,266.0709133,1,37.5171,126.8663
SD000360,성동구,266.0262853,1,37.5635,127.0365
SIGMUL003,강서구,265.9422466,1,37.5509,126.8497
WN003994,성동구,265.7242107,1,37.5635,127.0365
GR120012,구로구,265.6269896,1,37.4951999,126.8877
WF190022,강남구,265.3775477,1,37.5177,127.0473
EP010019,은평구,265.3315457,1,37.6024,126.9293
GJ100044,광진구,265.3190436,1,37.5384,127.0828
EP060012,은평구,265.2900863,1,37.6024,126.9293
WF142389,영등포구,265.2363254,1,37.5262,126.8959
GS040024,강서구,265.2287299,1,37.5509,126.8497
EP070004,은평구,265.2029091,1,37.6024,126.9293
WF200030,중구,265.2020998,1,37.5636559,126.9975097
WF121814,용산구,265.1526214,1,37.5323,126.99
WN000657,도봉구,264.9246069,1,37.6686,127.0466
DB090007,도봉구,264.9135696,1,37.6686,127.0466
WF191157,중구,264.8799806,1,37.5636559,126.9975097
WF110055,중구,264.559701,1,37.5636559,126.9975097
WF190982,은평구,264.4484194,1,37.6024,126.9293
EP130012,은평구,264.4228029,1,37.6024,126.9293
WF171772,금천구,264.2440667,1,37.4565,126.8954
GD130126,강동구,264.1891224,1,37.53,127.1237
NW020007,노원구,264.0571174,1,37.654,127.0567
SP260066,송파구,263.9465502,1,37.5145,127.1058
SIGMUL020,강서구,263.9244366,1,37.5509,126.8497
GS140048,강서구,263.6680009,1,37.5509,126.8497
SP260084,송파구,263.5338305,1,37.5145,127.1058
GR090018,구로구,263.5182891,1,37.4951999,126.8877
SC160002,서초구,263.1895909,1,37.4835,127.0322
EP000006,은평구,263.169245,1,37.6024,126.9293
WF172283,서초구,263.1553481,1,37.4835,127.0322
WF190813,송파구,263.1398386,1,37.5145,127.1058
EP130007,은평구,262.9025179,1,37.6024,126.9293
EP010026,은평구,262.8047075,1,37.6024,126.9293
SD000385,성동구,262.6423172,1,37.5635,127.0365
GS150025,강서구,262.5070753,1,37.5509,126.8497
WF190394,노원구,262.3996455,1,37.654,127.0567
WF120322,중구,262.3262378,1,37.5636559,126.9975097
GR030076,구로구,262.300205,1,37.4951999,126.8877
GR030012,구로구,262.1743598,1,37.4951999,126.8877
MP030028,마포구,261.8148427,1,37.566571,126.9015317
WF190015,강남구,261.7972906,1,37.5177,127.0473
GJ060009,광진구,261.6424803,1,37.5384,127.0828
JG000032,중구,261.5906538,1,37.5636559,126.9975097
GS200010,강서구,261.5509413,1,37.5509,126.8497
WF171875,관악구,261.0708035,1,37.4782,126.9518
GB030006,강북구,261.0604673,1,37.6395,127.0255
WF191114,중구,260.9984238,1,37.5636559,126.9975097
WF110092,중구,260.8790818,1,37.5636559,126.9975097
MP010083,마포구,260.7399086,1,37.566571,126.9015317
GJ110010,광진구,260.7337727,1,37.5384,127.0828
WF160064,마포구,260.518794,1,37.566571,126.9015317
WF190127,강서구,260.5054723,1,37.5509,126.8497
MP020084,마포구,260.5007984,1,37.566571,126.9015317
WF171769,금천구,260.4835999,1,37.4565,126.8954
DDM000003,동대문구,260.3857415,1,37.5741982,127.0395092
EP010001,은평구,260.1451451,1,37.6024,126.9293
GJ090013,광진구,260.0361416,1,37.5384,127.0828
GB110033,강북구,259.921955,1,37.6395,127.0255
GB130016,강북구,259.8412475,1,37.6395,127.0255
WF200023,중구,259.7372146,1,37.5636559,126.9975097
WF200127,서초구,259.7129835,1,37.4835,127.0322
EP000141,은평구,259.6345096,1,37.6024,126.9293
SC000005,서초구,259.5124156,1,37.4835,127.0322
WF172290,서초구,259.4836658,1,37.4835,127.0322
WF161917,동작구,259.4829419,1,37.5120999,126.9395
GN050024,강남구,259.023631,1,37.5177,127.0473
SIGMUL006,강서구,258.5579915,1,37.5509,126.8497
WF171461,노원구,258.4769164,1,37.654,127.0567
SIGMUL005,강서구,258.4156193,1,37.5509,126.8497
GN070018,강남구,258.2049101,1,37.5177,127.0473
WF130035,중구,257.9151469,1,37.5636559,126.9975097
HT210134,송파구,257.8960289,1,37.5145,127.1058
WF205027,은평구,257.825488,1,37.6024,126.9293
WF190825,송파구,257.7732287,1,37.5145,127.1058
SP260015,송파구,257.5927789,1,37.5145,127.1058
GS080049,강서구,257.5277875,1,37.5509,126.8497
WF120104,서초구,257.4129847,1,37.4835,127.0322
YS000055,용산구,257.2769039,1,37.5323,126.99
SIGMUL019,강서구,257.1710143,1,37.5509,126.8497
WF191052,종로구,256.8851951,1,37.5806949,126.9827989
JG080001,중구,256.8077899,1,37.5636559,126.9975097
EP080014,은평구,256.6529836,1,37.6024,126.9293
GS130221,강서구,256.5642253,1,37.5509,126.8497
WF171630,강서구,256.5376682,1,37.5509,126.8497
GD140016,강동구,256.518921,1,37.53,127.1237
YC050015,양천구,256.5171269,1,37.5171,126.8663
SD000322,성동구,256.4052349,1,37.5635,127.0365
WF190972,은평구,256.2927586,1,37.6024,126.9293
MP010025,마포구,256.2260181,1,37.566571,126.9015317
GD130011,강동구,255.9549708,1,37.53,127.1237
SD000272,성동구,255.852086,1,37.5635,127.0365
EP100001,은평구,255.6771537,1,37.6024,126.9293
SD000150,성동구,255.6288839,1,37.5635,127.0365
GA070024,관악구,255.5958115,1,37.4782,126.9518
WF110034,종로구,255.5916961,1,37.5806949,126.9827989
WF171944,관악구,255.5542057,1,37.4782,126.9518
WF111081,노원구,255.5338832,1,37.654,127.0567
SP260014,송파구,255.2944963,1,37.5145,127.1058
GS070028,강서구,255.2831901,1,37.5509,126.8497
SIGMUL044,강서구,255.2301239,1,37.5509,126.8497
SIGMUL018,강서구,255.1717831,1,37.5509,126.8497
WF120331,중구,254.9667845,1,37.5636559,126.9975097
MP010019,마포구,254.9531919,1,37.566571,126.9015317
GR080025,구로구,254.876156,1,37.4951999,126.8877
WF190646,마포구,254.8699,1,37.566571,126.9015317
WF160031,마포구,254.6803352,1,37.566571,126.9015317
WF181329,서초구,254.2799801,1,37.4835,127.0322
MP020046,마포구,254.2288688,1,37.566571,126.9015317
GR060011,구로구,254.1816141,1,37.4951999,126.8877
YC140008,양천구,254.156919,1,37.5171,126.8663
GS200053,강서구,254.1455131,1,37.5509,126.8497
GB090002,강북구,253.9253114,1,37.6395,127.0255
YC120021,양천구,253.9004208,1,37.5171,126.8663
GJ040002,광진구,253.817385,1,37.5384,127.0828
