duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
5,icmp,http,REJ,40966,97436,0,1,2,2,2,1,0,0,1,4,4,0,1,0,1,1,62,47,0.9426908265470538,0.7630002484540389,0.8577011220526667,0.04650106392536679,0.7310110505928978,0.026422375093975936,0.6816370297014067,65,83,0.4429900202168703,0.668849704605401,0.06400310914174012,0.6244030075776045,0.14125941547884446,0.9352546574817452,0.31736500630877373,0.2909189197000419,normal
28,icmp,telnet,RSTR,31041,40508,0,1,0,0,2,1,1,1,1,0,1,0,1,2,1,1,46,39,0.6947596400433964,0.31856826371598135,0.7162005298520636,0.43913442752237697,0.20948104160941883,0.8833188737116765,0.992458427692047,44,22,0.7551356606888772,0.6933505445473833,0.6307885345497092,0.8821209716107036,0.940323829178413,0.25119390585358714,0.15928602021759597,0.08367927562306199,anomaly
25,icmp,smtp,S0,96523,82975,0,1,0,0,1,1,1,1,2,1,4,2,0,1,1,0,89,38,0.293972617345426,0.373526245067452,0.9903906405290797,0.34686197950218467,0.25383908158589363,0.23970626024632413,0.40974521949958187,64,39,0.3090042483323804,0.9092665927375608,0.3172267345834646,0.827322463323143,0.5148537122209614,0.3156306080641085,0.06255611602740674,0.7524234538224849,anomaly
27,tcp,telnet,RSTR,69034,38794,1,1,1,2,2,0,4,0,1,4,3,1,1,0,1,0,18,83,0.1614962938156973,0.3916063065245796,0.07871959137536388,0.5553241695128591,0.3580618930951268,0.549296629748295,0.11304568905408297,4,13,0.3245079786357309,0.9478373549972036,0.06635526100004918,0.3201104261560984,0.7418803326957409,0.11092468339811579,0.9607533806305084,0.6711572931744334,normal
6,icmp,ftp,REJ,32256,20753,0,1,1,1,1,1,2,1,1,0,1,0,2,2,1,1,98,2,0.849533239328382,0.7624560991740125,0.13022107253992132,0.711928437115068,0.65422338934739,0.11509498989647571,0.8677790348189968,30,79,0.41008215877266696,0.8101979524013617,0.8918064144685661,0.256314564999371,0.6944351412688705,0.5638461173250545,0.858357836018203,0.9399331368290706,anomaly
33,icmp,ssh,REJ,14905,99628,0,0,1,1,3,0,2,0,0,3,2,1,1,1,1,1,65,54,0.4596241036890242,0.4311126218030352,0.08435559382056967,0.04000681357380298,0.8174906511463279,0.5532573392432842,0.47648511844249675,22,17,0.46838935960266403,0.8787481131827692,0.9981163146002809,0.7338285482294945,0.2848967571277027,0.15944837567052272,0.8792979948702578,0.3799288219754219,normal
55,tcp,http,REJ,90375,69131,1,0,1,2,3,1,2,1,1,0,2,1,2,2,1,1,44,0,0.6534694974088487,0.1770747717000547,0.5384580465781378,0.4962171097028154,0.5467057633309995,0.0389934529018644,0.9869694550592686,20,93,0.12361624181342767,0.019328883108552852,0.35040551371028184,0.5733128644466514,0.5598619253816285,0.9308706163973545,0.8686801331323772,0.7862009579958734,normal
9,icmp,smtp,SF,67673,20211,1,1,1,2,3,1,4,0,0,1,3,1,2,1,1,0,70,22,0.5651436065908029,0.9830409704170288,0.266860770806326,0.8619718941819796,0.13292873664962368,0.7688066955890586,0.5508928604048076,11,35,0.017491658019392897,0.3626681087303365,0.7447462633841955,0.06987481018313213,0.602164115852043,0.43156684710594906,0.1545668342254617,0.5876072027349273,normal
56,tcp,smtp,S0,81482,27238,0,2,1,0,1,0,3,0,1,3,0,0,2,0,0,0,72,66,0.10745634613663502,0.49338186396454775,0.6836329400971047,0.45516658614032834,0.4462455230697211,0.9554214626439147,0.029477603589202372,3,99,0.9191571928550542,0.03972221449094138,0.06577079228015348,0.18163779929545654,0.3517910240832879,0.9196867262006758,0.7849968962341056,0.6461034280926169,normal
46,tcp,ftp,S0,90044,84243,1,1,1,0,4,1,1,1,2,3,4,2,1,2,0,1,85,61,0.05705838368182703,0.10924808315606305,0.13269088845665533,0.5212422109507744,0.127690722123194,0.3069760649435954,0.4917269636043802,36,38,0.3531886320229931,0.22484535735891653,0.36970543955963064,0.1513534468103217,0.6707665654840267,0.205099901634074,0.7278712017672849,0.5474612697643997,normal
85,tcp,http,REJ,54100,46086,0,2,2,2,4,1,1,0,2,0,2,2,1,0,0,0,32,33,0.37701818971641354,0.6702749559927024,0.1031913995621263,0.486791840716676,0.08829716966669532,0.2582146104542926,0.7180621293289605,74,40,0.10168860155153736,0.38172432278000656,0.10875176604964076,0.5897968828579987,0.7906765514391052,0.6940364744863313,0.9254153604245823,0.7791601404607412,normal
26,udp,ssh,S0,81156,67418,1,0,1,1,2,0,3,1,1,3,3,1,1,1,0,1,79,16,0.36155029754571766,0.7391623575284837,0.46016546999294783,0.38979291848341036,0.5896167698514478,0.4479949715868402,0.026030028203079647,8,0,0.7591714021400439,0.8675755101181714,0.05534993716351655,0.08576226316755398,0.36421055070781194,0.6475920780536306,0.2193222722631667,0.04199143191454868,anomaly
38,icmp,http,REJ,80359,27639,0,0,1,0,3,1,1,0,1,0,4,1,2,1,0,1,42,47,0.6737981129689063,0.5002228389088954,0.3758983532633239,0.11011952392337243,0.956212111797923,0.6199736602503758,0.4134487143624287,25,80,0.2950606709978908,0.5117540861927833,0.5887910405094958,0.20770093689182256,0.014915371542391975,0.39967568045082846,0.4140443868756545,0.08048816391450553,anomaly
21,icmp,http,S0,70996,79302,1,2,1,2,0,1,1,1,1,0,1,2,1,1,1,0,87,90,0.6322004091011617,0.6464572182773214,0.829164915995099,0.12635621568252664,0.8376118333340594,0.188962461991808,0.15556020045157626,26,91,0.18166407420144703,0.6488610511077871,0.8020309875232321,0.545376495813608,0.34933593763088366,0.8983431271059261,0.29492851271388076,0.09592376997619023,normal
18,icmp,smtp,RSTR,39666,66689,0,0,1,1,2,0,2,0,2,0,3,1,0,2,1,0,71,52,0.9689409284639944,0.17267486448272995,0.8375540750429986,0.17908924173769336,0.774471262542493,0.8033079972628775,0.6430968210213586,92,70,0.9626110328606663,0.36281559468392544,0.4529702511417205,0.13305680990918267,0.11681560346660858,0.4348020509222563,0.2579178183168003,0.28869073406263546,anomaly
99,tcp,telnet,S0,78258,57440,1,1,1,0,4,1,2,0,0,4,1,2,0,2,1,0,93,60,0.8580995027715717,0.3679223852803789,0.11742866787347517,0.7925646408976549,0.7270559658653337,0.1985348133504108,0.9573458487780413,61,83,0.9205428914541096,0.6029159067500734,0.5241791104409618,0.24827181579607915,0.15560788918339008,0.19843053046451742,0.6523816875228379,0.5911287895483891,anomaly
8,udp,ssh,REJ,90230,82196,0,2,0,2,4,0,0,0,0,1,1,2,1,2,1,0,25,86,0.49658252577528783,0.1618286033716162,0.8123227798420455,0.2753323005617132,0.8971278571356976,0.005474219983708006,0.6245849045552929,49,41,0.1057458579369902,0.8155364989269799,0.2707300170252096,0.9067910338329511,0.3659494769451749,0.976985381146296,0.16394334979743908,0.6456175495344664,normal
18,tcp,http,S0,72750,38172,1,2,0,2,3,0,0,1,1,3,1,0,2,0,0,1,44,10,0.5000253525626955,0.3872352563648084,0.5641649823786211,0.9481237817754107,0.7528350841427777,0.5242505835855745,0.6948777063858891,88,23,0.8992852098215547,0.3012413819771028,0.7363872808738148,0.6971175184723853,0.20762109821011343,0.44148140299855876,0.46480711963317956,0.7126036701895048,normal
1,icmp,ftp,RSTR,97447,38060,1,0,1,1,1,0,1,1,2,2,4,1,1,2,0,1,34,14,0.6741292291126944,0.5628005221869191,0.5035582738767,0.810170166536629,0.6268773453007714,0.11514971116591177,0.3965629004256095,81,64,0.8908675260032751,0.9322566979621388,0.3610732671418502,0.3068814279732409,0.9348889533869115,0.2080729776777348,0.6466404474267973,0.2807632238847576,normal
91,tcp,smtp,RSTR,13310,90443,1,2,1,1,2,0,2,0,0,1,0,1,0,1,1,0,80,89,0.11409058277327555,0.4425394071819133,0.09476337624461473,0.6845406681986812,0.36468008027372034,0.6982387253870641,0.5631408689519164,93,17,0.6343745529184762,0.2133134958852111,0.0674990203263276,0.877355122354281,0.6528029223374995,0.3636326604814286,0.1303030670700427,0.6502127438984495,normal
60,udp,telnet,RSTR,89591,53350,1,2,1,2,1,0,0,0,1,2,1,0,2,0,1,1,52,10,0.9998905646313925,0.5932148407357406,0.7396307689945837,0.7203936293957401,0.10094388985979275,0.1674699958685052,0.5438577096858598,71,89,0.5297380008901814,0.9193013065366209,0.1655077110256662,0.25028480826996446,0.5183641594442159,0.6135094565371869,0.25698013733773784,0.11768999275806757,normal
58,icmp,telnet,REJ,80410,76779,1,2,2,1,4,0,0,0,2,0,2,2,1,1,0,0,9,6,0.518808101243624,0.5017591733685518,0.05963378239739603,0.04763220867835116,0.4610333638440104,0.8173803955200354,0.759606345267944,1,13,0.2174385178013084,0.02829754534689566,0.1284686052455173,0.5890827103145968,0.009724342676393438,0.5120275356113725,0.9673660579043314,0.009979210058657428,normal
85,tcp,smtp,SF,27943,52848,0,0,1,2,3,0,2,1,2,3,4,1,1,1,1,0,40,46,0.9099048739089699,0.31781437340175633,0.27769176964959996,0.5683893669865452,0.9247842361453673,0.470368132875998,0.8569116470202952,85,18,0.12138427540586894,0.542752277749765,0.4358777893996191,0.368494337644248,0.10361774324578099,0.6351170228302669,0.7954293316705847,0.6946807875504998,anomaly
69,udp,http,REJ,31917,85122,0,2,2,1,4,0,0,0,0,1,4,0,2,2,1,1,16,7,0.9673563346522079,0.14341599812101213,0.09543153476402311,0.9410569099217297,0.5831002653751526,0.5662779046166625,0.6628859442830998,84,81,0.6063690509600312,0.9851729027660552,0.06521267458334756,0.7521494093589222,0.7884778467142823,0.6618572785184771,0.6769546762873895,0.7156122084805838,anomaly
70,tcp,smtp,RSTR,54666,51238,0,2,2,1,3,0,3,0,2,2,1,2,2,2,0,0,70,4,0.5816427399022654,0.2526728614212772,0.5307676098409236,0.039110183392508935,0.18450417989513357,0.18658516530271174,0.9798088019240461,25,6,0.8219572567228927,0.6097787267572158,0.8064843224670357,0.37158735593793457,0.389743763039509,0.12338103171283787,0.855969207101299,0.6221427079241109,anomaly
69,tcp,telnet,S0,1702,16690,1,1,1,0,0,0,3,0,1,2,2,0,0,2,1,1,65,80,0.10334864752477535,0.20071325189459988,0.6452300587095923,0.29101651851354016,0.6490233084808439,0.14668807753046287,0.8282883925244996,92,63,0.6886438545425544,0.5548616230361759,0.9080051900215012,0.2488616726725884,0.04549319611857361,0.3148849639735294,0.013968452138894416,0.2588699490969971,anomaly
32,icmp,telnet,RSTR,57873,6663,1,1,0,0,1,0,2,1,1,2,3,0,1,1,1,0,10,86,0.5733458084199712,0.7074222936907105,0.8908551464804247,0.051511492133935355,0.46546223408050447,0.631292466520212,0.12464674891692507,68,1,0.18080042366735594,0.6824702467549614,0.24839417920231677,0.6077046074677102,0.8255590937925776,0.7487009907882679,0.006074434400113904,0.9274684605818259,normal
77,udp,ftp,SF,20058,6189,1,2,1,1,2,0,2,0,0,1,4,0,0,0,1,1,62,65,0.5976424371659868,0.8199668444123809,0.7338719209962635,0.5697415778661655,0.9313800885829664,0.2554606153416852,0.5074753983861712,45,6,0.29001864025171,0.289302247821968,0.48550975678195296,0.7453404417167676,0.30264601319738305,0.6503672491534601,0.1539666359756705,0.8756755831302486,normal
64,tcp,ftp,SF,41262,20673,0,0,1,2,3,0,0,0,2,4,1,0,0,2,0,0,66,90,0.789193136773331,0.7203886052994257,0.9611043989137668,0.11620062717052904,0.1609399100620026,0.3859255683177578,0.9032360786937701,77,27,0.5464175871895194,0.05391533907786361,0.519063064396569,0.5363636881854472,0.3862956219742225,0.08834833682608156,0.4952571194177743,0.5155405606191753,anomaly
24,udp,telnet,RSTR,14537,3589,0,2,0,1,0,1,1,1,0,0,1,2,2,2,0,1,45,62,0.04822926699490615,0.6437341469951583,0.7609498328844452,0.47925015622439915,0.7120117485067625,0.47944915393698595,0.9439348687312138,62,91,0.6249925175434623,0.25106424918184056,0.9850012164579464,0.7162882856899612,0.9743690706410285,0.31514758549784183,0.5699737071658532,0.9891397510452915,normal
69,icmp,ftp,REJ,77795,49007,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,19,20,0.4663153671950939,0.3078513538137696,0.29807310329245174,0.7199494367875447,0.6816024648068016,0.2296336055809397,0.380205938432398,98,80,0.0722526125073556,0.17624716715023925,0.06561957838657706,0.4220162053645726,0.015512741034482302,0.9313221493698136,0.11368853144206126,0.29861955655549666,normal
27,icmp,ftp,SF,81428,40104,1,1,1,2,1,0,3,1,2,2,0,2,0,1,0,0,12,70,0.9227702583368131,0.7109855591065113,0.5475848105631655,0.16443853493546756,0.9835415785215047,0.7954238105597036,0.7257040615165246,69,29,0.614051638244679,0.9235692367862389,0.6678823677428953,0.7954461450599076,0.7213243931455098,0.8620126558834414,0.07228561985068005,0.49113428467036435,normal
17,icmp,ftp,RSTR,20635,81017,1,1,1,1,3,0,3,1,0,1,3,0,0,1,0,0,86,89,0.9912990786786534,0.6050834599891464,0.4579396393200158,0.7553644370782708,0.5649121266184387,0.9394244089089056,0.4105454836423783,22,84,0.7363193948636227,0.8522620286623545,0.345764983212849,0.5850246795445461,0.9488841763117909,0.6706428525795222,0.8283341310968813,0.9279217718531161,normal
62,udp,telnet,REJ,28544,87028,1,2,2,1,2,1,2,1,2,2,3,0,2,0,0,1,16,93,0.19138267875923765,0.04689336668762567,0.5659687236373444,0.0602044619498987,0.87157403593364,0.43189316206022776,0.12365972217943189,16,72,0.1813578486078259,0.31771388355856,0.5018062121126549,0.19624998478466726,0.06385958235299272,0.0728638205364307,0.4644684814730584,0.46212213260351576,normal
90,udp,http,S0,65549,47310,0,0,0,1,2,0,1,1,1,1,3,1,1,2,0,0,92,11,0.8705989927350352,0.9076121183934155,0.5720893394123924,0.1496244802569967,0.024713937531430696,0.9175483844887636,0.8846113049224182,87,35,0.24621871505306248,0.836069306293097,0.21703457069537058,0.8907517031004873,0.8660770243651471,0.607055186587719,0.992494425788923,0.4710082277451876,normal
48,tcp,http,REJ,51955,2162,1,0,2,1,2,1,2,1,0,4,3,1,1,0,1,0,31,10,0.1462505616306441,0.07995384110163928,0.7021010854690262,0.2801103631822235,0.12289196822413262,0.8826828173423585,0.9319531227123078,63,21,0.25889659017871425,0.21175268864813424,0.16024228017622166,0.8368239579294403,0.41624169353603824,0.0121881318396182,0.22934665911301566,0.07939260133410642,anomaly
65,udp,ssh,SF,37308,80110,1,0,2,0,4,0,0,0,2,2,1,1,0,2,0,0,98,53,0.8411744345678971,0.5027079041588388,0.08304381464556432,0.7960990674120872,0.3459385728465305,0.16604722872012578,0.5047505312658066,28,78,0.9398102525758547,0.19957925367957774,0.2435652986923652,0.963912209172821,0.8779965158202033,0.6611264051696933,0.6472011120998281,0.21134639948988643,anomaly
39,icmp,ftp,REJ,73626,23093,1,2,2,0,4,1,1,0,2,2,1,1,2,0,1,0,98,80,0.27727772746766355,0.5130691527190647,0.7467451288817513,0.8501368891234009,0.6193273971572378,0.17338194582291322,0.018307430820143744,51,77,0.40701612078798943,0.7675354289603354,0.07126196425810927,0.5690085163706873,0.3082745928904228,0.731211549006555,0.8043881655310055,0.15786522601369735,anomaly
84,tcp,http,REJ,2169,95400,0,0,2,0,3,1,0,0,2,3,1,0,1,1,0,0,97,9,0.9596252660491424,0.8370071887583816,0.14374361323325724,0.2203798143662371,0.44907934496740864,0.47740506147038364,0.8160362506962597,93,26,0.5305714563845662,0.32693061256731026,0.2780902971816551,0.6757409840972446,0.982662720499928,0.49724361960449237,0.8726381560127496,0.5652658703937136,normal
86,udp,ssh,S0,10423,5167,0,1,0,0,2,1,3,0,0,1,2,0,1,1,1,1,84,15,0.6954967509006371,0.9130675010423663,0.02620730492001555,0.09578382552549614,0.20269624734658886,0.5258571792319536,0.47696036623079086,23,81,0.7243143497170241,0.06479263942457625,0.6903509219818776,0.8635792362293124,0.6470494096713987,0.003806644401018633,0.306319015472593,0.3184915710166951,anomaly
65,icmp,smtp,RSTR,42803,43743,0,0,0,2,0,1,2,0,1,1,3,2,0,1,1,1,15,14,0.3991106013897595,0.9396757915097929,0.5189055419614622,0.8479537823472516,0.5892037398914345,0.3411297256523915,0.07502835754156856,34,9,0.37146026338696936,0.7199865809344819,0.6514819352444364,0.05259133209316691,0.627090360437357,0.6666101184038887,0.19328038290721616,0.07703045919606977,normal
79,icmp,ftp,REJ,93988,19525,1,0,0,2,2,1,2,0,0,4,2,0,1,1,0,1,22,57,0.28097332990816626,0.5696721334789782,0.5814769606621968,0.649367437522107,0.5666990593413628,0.3129209798386172,0.18939148287149488,46,21,0.10555554694435498,0.9896013800923318,0.5544962055923361,0.9122046333888896,0.8059033828813085,0.8197400855389106,0.22609457331930538,0.5099723923349672,anomaly
3,tcp,http,S0,8017,20987,1,2,1,2,3,0,4,0,1,2,4,2,1,0,1,0,10,78,0.23523752747444537,0.6790422302116035,0.034851070117028926,0.15785543639868138,0.5244474785208486,0.4313672898015456,0.1521193402304284,50,22,0.6543218707187206,0.565977714826915,0.00038741297044453393,0.27116342089129075,0.4365860696420333,0.5858674679811727,0.6667427695365171,0.6692171616291405,anomaly
33,icmp,http,SF,43678,82074,0,2,2,1,2,0,1,0,0,3,4,0,1,0,0,1,13,83,0.6807923269995851,0.08851986241256304,0.515371114780023,0.5577167851507525,0.09055611211069814,0.6904792813992009,0.6862788663197142,1,51,0.6672731665737256,0.2636675753207729,0.12578199980401117,0.05704368169161056,0.25866963210837357,0.7091975047317585,0.5223298381721884,0.7365267373224511,anomaly
4,udp,http,RSTR,57392,69166,1,2,1,2,1,0,3,1,0,0,1,0,1,2,1,0,66,3,0.8957910025768816,0.48791601084402225,0.5345702083654716,0.872371432885535,0.9270254927562308,0.08439363301188108,0.2994094928674781,20,41,0.26054781500121404,0.37290569368012616,0.8428694286486641,0.23760698684075587,0.262930192719087,0.09032135932217,0.5989913826294786,0.837517907401389,anomaly
97,icmp,ssh,SF,32948,8652,1,2,0,0,2,1,4,0,0,3,4,2,0,0,1,1,70,95,0.7549419696143437,0.8978567042422846,0.05249490126498113,0.069514942051763,0.5922553037014364,0.7105820035123404,0.1276905173114432,39,40,0.0352289098507218,0.6486495585988158,0.27173836976457255,0.5863599633716104,0.33060375082667715,0.7153218516761841,0.020528617981786845,0.481956394819929,anomaly
21,tcp,smtp,RSTR,91529,90902,1,2,0,0,0,1,4,0,1,3,1,1,1,2,1,1,44,21,0.8347915380165423,0.4556971510380611,0.711585285114676,0.08372123364828021,0.26399174719865726,0.9262402616321348,0.9176488262358435,68,47,0.6653531542453764,0.7013796121729151,0.912198888579123,0.04784699874170739,0.6173526345742152,0.6141929620416153,0.39097320907040223,0.390611857482022,anomaly
19,icmp,ftp,REJ,77147,96572,0,0,1,1,3,1,2,1,2,3,3,0,1,0,0,1,74,34,0.7813837676345372,0.06959393543343062,0.21028970178438733,0.2736077606625681,0.6874181903945207,0.7635067088410296,0.9565310590158032,34,68,0.7034255524482221,0.8863322228960526,0.8745461147783163,0.0007647663224981116,0.8383897306118269,0.33101972503083454,0.310148466085014,0.6841217862775952,anomaly
46,icmp,http,REJ,32219,52861,0,0,2,2,3,1,1,0,0,3,2,1,2,0,1,0,32,13,0.9791476664980193,0.2006411424164536,0.7944592138252959,0.6522623255986566,0.3179079908688873,0.19167685634615905,0.13857587276697225,43,50,0.026064892572764675,0.908835372319164,0.1549270341341754,0.6393626731324085,0.4995778784277908,0.6853339953048146,0.8637812907445047,0.013364752671491953,normal
76,udp,telnet,RSTR,30860,67403,0,2,0,1,0,0,2,1,0,2,1,2,0,0,1,0,82,93,0.7578049268263248,0.4295069224354946,0.310822129799892,0.17800850947059854,0.5058560267744259,0.08748118877714195,0.23023585330987462,34,88,0.6931832684562178,0.8612785122499961,0.8981520422531237,0.45338734743770115,0.4034482303507956,0.6455828824094201,0.7762586892496911,0.6335265863932911,normal
33,udp,ftp,SF,21063,26264,1,2,2,1,3,1,1,0,1,3,0,0,1,0,0,0,44,30,0.2102285184702738,0.2375283049090524,0.47789253146421684,0.8163672043171644,0.34113177105898296,0.49038040898953894,0.5921207196064159,82,0,0.9389285690660725,0.6484909262248741,0.6278348305625211,0.8443302510152692,0.7938477386910547,0.5994602399989143,0.4295718643596934,0.40568192411558446,normal
43,udp,telnet,SF,47574,576,0,0,2,2,2,0,4,0,0,1,0,2,2,1,0,1,53,73,0.7915984654745148,0.3922925853417206,0.891850879418867,0.7504301767949602,0.8803940265376929,0.9564060891789871,0.15050784949847407,79,87,0.1787852830141048,0.4498523698192839,0.630286805334727,0.25754728685861605,0.2896679068010718,0.18294540331642273,0.6305295810844596,0.45287528633723273,normal
5,udp,ssh,SF,79601,72799,0,2,0,1,3,1,0,1,2,1,3,0,0,0,1,0,50,69,0.3220693609848009,0.33296187533605903,0.8061794668525476,0.5610048536279805,0.9939805845349302,0.8190592873888208,0.15859169290361186,24,96,0.5213237546019458,0.6793054843775875,0.8526798655735955,0.28070760432514863,0.6890352690388326,0.29622172475870445,0.04767939374179675,0.29626953341634044,normal
55,icmp,http,REJ,24324,3764,0,1,1,2,2,1,3,0,2,3,2,2,1,2,0,0,86,90,0.9957998626628581,0.3189290528159521,0.7818635785854552,0.1160677043703432,0.1611820653278987,0.5627336390129929,0.3365760417373901,79,55,0.6967764547083679,0.6665654573594721,0.4050557645474898,0.07754640390916656,0.10580522072649512,0.991382771765735,0.6372514507916336,0.12727551758610312,anomaly
28,udp,ftp,RSTR,66822,59887,0,0,2,2,3,1,4,1,1,1,1,2,2,1,0,1,22,10,0.37667262010014657,0.09116460975683538,0.16043419761542155,0.9882198283121978,0.023578950556596867,0.1429814234175928,0.9491703328680051,30,70,0.2300794021163678,0.21798292130558827,0.7352632964197793,0.5385116799279422,0.11323826624859101,0.43310917406161953,0.09720499535444438,0.4014246641742084,anomaly
96,icmp,ftp,RSTR,41666,24937,0,1,1,1,2,1,2,1,1,2,3,1,0,0,0,1,28,35,0.2927937558472299,0.8827146910865864,0.0481423866996088,0.4900336295628249,0.21932250698204248,0.7138367821115955,0.9624421963562685,96,23,0.7515488916625471,0.5075536294021116,0.6677643563536141,0.3659043898937737,0.6440554767646864,0.05942652355493605,0.7140187809190119,0.30820233015899856,normal
52,udp,http,SF,24869,33224,1,0,2,0,2,1,3,1,2,0,2,1,1,0,0,0,5,73,0.23921598550891154,0.6927062534654131,0.6057589506806041,0.4520731478672796,0.5899519830976134,0.8129982386075647,0.84178824982537,80,14,0.8680884296380853,0.20821476393740712,0.7715146679199264,0.33970784848572566,0.08275051427560143,0.8990053108138277,0.5738384485335735,0.960118372886491,anomaly
0,udp,smtp,REJ,71164,93361,1,0,2,2,0,0,4,0,2,3,0,1,2,2,1,1,38,79,0.6585146520583698,0.6233819084691247,0.4106916424888478,0.9955690796673157,0.17395113957753305,0.9350691364258432,0.6957129179290505,84,74,0.8145509607698326,0.8991237809853528,0.6601889492405368,0.4576326742181135,0.15505116395039387,0.1729320874249669,0.3004932426422062,0.9435394317360265,normal
58,udp,ssh,RSTR,29093,94336,1,0,0,0,0,1,1,1,2,1,1,0,0,1,0,0,4,23,0.1092210883875312,0.6064694080954068,0.909077276430474,0.863868263471336,0.8114844246061533,0.6121162341599152,0.7206733658567527,51,43,0.2588989155943514,0.32324790860065566,0.08005480065671156,0.8496873767887041,0.6243690571603622,0.4035198194639964,0.37083999632247555,0.6439172650792181,normal
47,icmp,http,RSTR,46650,52713,1,0,1,0,4,0,2,1,1,1,2,2,2,1,1,1,95,84,0.9535598817329719,0.3965022247146588,0.34959326356310194,0.45636773403148134,0.4086705767944424,0.5144658146454085,0.4695728430874009,34,80,0.8042164408350875,0.8054259890591153,0.2927110023103793,0.10518859586562934,0.4382036971013259,0.2779989134609969,0.09009158243315607,0.9037013103981524,normal
6,udp,ftp,SF,66196,35878,1,0,2,2,0,0,4,0,2,2,4,1,2,1,0,0,39,39,0.29431267864313715,0.8233153088514998,0.4105483509979223,0.4188029859362721,0.6105327407141296,0.6191820435676793,0.5301546281555489,22,48,0.4133432444023837,0.37722706485802937,0.9399208730227213,0.5235936275201628,0.5612964528792719,0.963875453161763,0.32278847041465986,0.7512747777674929,anomaly
85,icmp,smtp,SF,48016,37675,1,0,1,0,2,1,1,1,2,2,1,0,1,1,0,0,89,99,0.29540061103847226,0.9300399939279387,0.5260005430489195,0.09590938256698611,0.4556178416228589,0.9432525046585446,0.6344526600059881,48,86,0.26646342482224583,0.7637361415607631,0.22342518865612393,0.1964350036947835,0.9769429125888957,0.3780985789097976,0.9668429102962225,0.3458914891267758,normal
31,udp,ftp,RSTR,19562,70504,0,0,2,1,2,1,1,1,2,0,4,1,2,2,0,1,77,41,0.04606609570705911,0.0056172489954411375,0.796400665632112,0.9265117463890796,0.9033279216189536,0.6281270861732842,0.7312866374945891,15,48,0.16797146717492684,0.22091245485479527,0.47226040100261,0.21239119735624956,0.6319610379319595,0.7087169639103551,0.4861848626171792,0.6039006672743048,anomaly
77,udp,telnet,REJ,68925,90461,1,2,1,1,3,1,1,0,0,4,3,0,1,0,1,1,81,86,0.24601751787357418,0.0791984768380074,0.26829905410080246,0.843774847719198,0.03513533706227778,0.2575918493937076,0.09684617251055128,57,67,0.908981442506687,0.7637432175315572,0.35692797575473945,0.256735212038933,0.5908508042512756,0.5983829719320699,0.4742409220518462,0.22032357359948607,normal
60,tcp,ftp,S0,55553,92804,1,2,1,0,3,1,3,0,1,4,2,2,1,0,1,0,20,20,0.4189793556762377,0.6749756173662792,0.9418206571623742,0.3100024928799109,0.7293018956565996,0.6361514079423463,0.2248870096795551,49,94,0.42689754151662773,0.1795320344946354,0.08629872332746191,0.45940169272706144,0.38013808139343097,0.0429751716018536,0.6292287889895489,0.6872082509438159,normal
56,udp,ssh,RSTR,57279,14202,1,2,0,1,4,1,2,0,1,4,2,2,2,1,1,1,58,95,0.3696063902242208,0.23606672272307216,0.5399211127215382,0.7533212875687773,0.6521721333408667,0.8797445728015547,0.9629431913026789,77,97,0.8657311868828067,0.49081754026483215,0.1811886889877916,0.49440004930745585,0.6308775949994132,0.38431467849967393,0.4844438097364806,0.04480757190082263,anomaly
50,icmp,http,RSTR,35608,20931,1,1,2,2,2,1,1,1,1,0,2,2,2,2,1,0,88,80,0.2730199214362202,0.9117049987698819,0.8409772611744092,0.7627294262739243,0.6495150309857599,0.5670020285960169,0.3351422654605789,63,73,0.15954498892979296,0.11362674478939794,0.28666712125797156,0.8715112616315541,0.012999525698740633,0.3900219626063629,0.35550909976297684,0.8313417486990499,anomaly
87,tcp,ftp,REJ,60840,69619,1,0,2,2,4,0,4,1,1,3,2,0,2,0,0,1,19,50,0.040743837839198216,0.6674130651162549,0.5256184834560188,0.22791071722661493,0.41398939303820514,0.5026988280097074,0.2684742108082029,51,36,0.7669934661531188,0.5278980808100511,0.46331848568565237,0.8921121406377666,0.5573202493426251,0.9898333254045116,0.139521574068726,0.5832298243089615,anomaly
18,icmp,telnet,RSTR,10770,16492,1,2,2,0,2,0,1,0,0,4,1,2,2,1,1,0,23,80,0.3005813736056424,0.3682912551587131,0.7719931957400133,0.6136554699386831,0.01567522847589753,0.7333692495025147,0.4219113121243232,39,73,0.11001334778988969,0.8207143500914504,0.874523985641134,0.5866642030440817,0.06889736051058704,0.8119287010585503,0.6303152381667957,0.05843834672271886,normal
